,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
826,160527.0884,550.0,1,2,713.64,34.8,6,9.12,8.92,94.17,4
827,411710.1671,634.81,2,5,623.14,36.13,8,8.96,15.25,93.55,8
828,227544.747,1101.67,1,3,397.86,7.66,5,39.74,7.32,89.03,3
830,565300.7513,1831.94,2,3,523.42,45.6,6,22.85,10.15,98.07,2
831,336276.9028,965.01,3,4,821.61,50.46,6,2.55,16.81,81.02,5
832,381307.9566,923.6,3,4,1037.53,44.11,8,57.03,22.55,97.28,6
833,434970.7078,1724.89,3,3,734.3,49.13,4,31.7,13.96,88.4,3
834,675518.3312,638.75,4,4,797.27,26.89,9,20.15,5.4,98.19,9
835,150396.4581,550.0,1,2,899.22,51.62,3,38.94,15.11,83.31,4
836,253414.7142,870.74,1,3,250.99,13.34,7,72.34,8.46,94.97,4
837,260976.6665,550.0,4,3,362.83,7.87,9,12.4,28.47,88.43,7
838,204927.6177,550.0,2,2,214.34,62.61,7,29.44,19.47,99.72,6
839,372767.7884,1178.17,1,3,786.3,39.16,9,40.0,17.08,95.09,8
840,195998.6689,1351.19,2,2,122.85,9.69,9,32.84,8.79,95.59,7
841,140831.8237,914.76,2,1,172.7,32.48,5,56.63,33.56,92.93,5
842,319753.5556,1090.75,2,3,534.13,28.53,8,24.56,31.58,97.55,3
843,465727.5718,1754.22,2,5,635.61,4.6,8,34.31,7.55,90.2,8
844,121486.5873,956.19,1,4,620.13,6.59,7,70.15,3.54,95.85,5
845,289914.9883,550.0,1,3,528.13,65.22,8,51.73,14.0,97.32,1
846,433475.4898,671.38,1,5,504.15,17.83,7,35.76,1.22,89.65,6
847,373566.5159,1484.35,2,4,513.61,43.1,10,24.74,19.63,93.65,8
848,521223.2561,1747.75,2,4,651.49,20.41,8,8.88,7.77,89.16,5
849,125511.7175,550.0,3,3,116.6,52.8,5,103.32,34.33,96.61,4
850,462140.1472,1930.82,3,3,958.8,14.83,8,62.72,15.61,93.6,5
851,655183.3652,1450.16,2,4,580.83,11.26,6,56.67,21.94,96.24,9
852,118141.2757,629.32,1,1,451.87,79.91,7,93.85,7.73,98.67,5
854,115173.7373,605.11,1,3,372.46,39.48,4,8.32,4.26,93.74,2
855,240155.1237,550.0,2,3,802.57,27.45,6,36.04,1.86,81.99,3
856,151626.2655,1002.61,2,2,245.08,15.47,6,45.71,22.91,98.44,4
857,129375.8222,550.0,2,3,557.19,24.73,6,73.11,10.43,94.89,3
858,199637.143,550.0,2,3,353.75,20.73,6,63.28,25.6,93.07,4
859,155726.5703,550.0,1,2,350.39,42.59,5,74.45,29.28,87.35,5
860,168961.3183,593.33,4,1,522.54,26.44,6,18.44,6.15,94.18,2
861,300545.6297,786.76,2,2,264.36,22.98,7,30.55,21.3,90.63,7
862,201575.1283,884.33,1,3,119.82,3.99,9,3.26,10.05,96.91,5
863,361398.7754,714.9,4,3,662.04,42.74,5,10.04,10.78,90.76,3
864,340834.0191,1020.7,2,4,1182.57,26.23,8,38.14,12.15,99.9,7
865,143168.2995,754.91,1,2,619.55,40.16,7,8.51,0.16,99.82,6
866,267549.2592,1211.19,1,4,391.27,50.28,8,6.11,19.9,90.83,4
867,357602.8609,1332.85,4,4,320.84,57.22,10,7.5,8.29,84.68,5
868,245031.3197,1359.73,3,3,831.67,54.02,8,48.42,9.9,84.85,3
869,536763.4995,1312.94,1,4,365.39,3.88,9,38.57,17.1,94.84,7
870,369834.2411,1903.44,3,2,713.63,26.04,6,1.93,12.98,97.71,5
871,737642.2279,1300.3,4,4,467.71,8.64,5,50.9,3.89,97.01,7
872,475264.6945,1005.21,4,4,327.68,42.2,8,34.06,1.16,90.85,7
873,557080.2338,1008.9,4,4,604.24,34.79,6,3.98,12.23,96.47,5
874,252944.9569,589.22,2,4,452.4,43.84,5,90.89,37.08,90.8,5
875,342115.0793,1466.77,3,3,862.44,56.45,9,12.44,19.77,89.13,6
876,329310.4682,1865.6,4,3,840.77,45.47,8,10.43,14.07,93.69,7
877,149161.886,925.54,2,2,300.08,36.94,5,0.75,27.03,92.27,4
878,631103.0835,1540.52,3,4,626.58,56.18,8,0.12,17.64,90.64,8
879,425692.9945,879.16,3,4,626.06,59.77,8,59.29,5.6,94.33,7
880,173719.3748,550.0,3,1,420.08,32.44,5,45.3,35.21,91.57,4
882,529170.2351,1506.32,2,3,600.17,38.68,4,3.58,18.81,93.8,6
884,235267.7873,1228.38,3,3,507.16,27.96,5,44.5,1.51,97.53,4
885,585684.5332,1352.56,4,4,222.97,5.9,8,2.09,11.21,88.0,5
886,506727.4175,1403.34,2,3,250.95,55.93,6,99.9,23.11,92.24,5
887,139220.3462,797.81,1,3,859.48,15.99,6,45.27,12.3,93.75,3
888,118774.584,667.55,2,1,635.72,34.58,6,18.54,21.24,97.1,5
889,184180.3022,1248.3,1,3,347.05,11.27,7,57.76,15.15,93.83,5
890,355192.0153,1615.16,1,4,906.21,35.01,10,51.01,7.22,95.46,4
891,128296.7434,787.7,2,2,62.85,53.83,8,48.54,21.69,90.61,4
892,213238.3186,550.0,1,2,601.51,44.86,5,21.57,15.95,91.52,2
893,204229.4149,817.57,1,3,567.89,69.3,6,129.23,19.82,84.81,2
894,244280.9675,1253.07,1,3,719.02,17.68,10,11.86,4.32,98.35,6
895,168620.4161,550.0,2,2,417.8,36.77,7,45.27,5.53,88.21,3
896,96794.62338,1203.41,1,2,719.25,38.5,7,76.66,36.93,95.07,3
897,245104.5692,873.9,2,3,232.09,41.15,5,56.28,37.71,87.92,2
898,518253.3659,1085.41,3,4,579.87,11.62,10,104.78,38.67,96.08,4
899,430986.6528,1290.08,3,3,545.48,40.42,7,69.25,35.93,86.9,5
900,312812.2156,550.0,2,2,517.5,7.45,3,55.19,34.38,88.01,1
901,179602.2797,852.56,1,2,163.08,26.6,4,22.25,37.58,94.33,4
902,217710.7415,915.61,2,3,350.37,12.01,9,48.52,25.06,98.64,2
903,120404.5924,1105.58,1,3,65.68,57.57,5,10.64,13.27,92.53,3
904,202655.5484,550.0,2,4,225.53,21.82,6,39.84,30.69,96.35,4
905,314726.1984,1251.41,3,2,108.84,33.2,7,91.42,21.07,99.9,6
906,319372.9775,1443.32,1,4,427.78,20.09,8,1.03,17.88,92.0,5
907,449529.6374,1183.0,2,4,332.92,40.62,8,3.09,22.02,87.5,7
908,378370.4141,1418.33,4,3,1128.52,36.31,9,66.04,20.72,97.68,9
909,216655.028,679.29,1,2,889.96,24.35,3,63.3,17.88,89.26,1
911,316909.5352,930.04,4,3,340.51,6.47,5,10.78,23.54,95.29,5
912,152093.8417,550.0,1,1,357.19,65.13,3,42.01,11.42,83.84,3
913,302150.1384,730.35,4,2,414.12,24.48,9,41.57,15.76,97.02,9
914,284879.1228,931.87,3,3,451.27,32.4,5,92.11,39.11,94.47,4
915,365276.7021,1486.85,2,3,117.67,37.0,6,62.93,44.36,91.92,6
916,246946.1074,550.0,2,1,77.07,49.79,6,11.38,35.77,91.78,2
917,279007.9273,931.73,2,2,295.54,0.72,8,1.0,6.95,94.6,3
918,168317.69,620.57,1,2,341.6,36.93,4,5.2,50.86,98.69,3
919,258489.1512,1136.09,1,4,845.61,20.2,8,48.85,4.04,99.5,6
920,576752.4502,1566.17,1,4,413.19,28.69,6,9.75,3.54,87.55,4
921,197259.9378,1396.24,1,4,477.56,19.94,9,25.51,6.75,96.89,6
922,608734.7679,550.0,3,5,550.49,12.1,9,60.19,2.02,99.9,4
924,554080.7887,1594.37,2,3,677.17,8.96,9,37.54,1.89,88.95,5
925,527018.0762,1071.04,4,3,123.81,2.01,9,61.15,10.4,97.61,7
926,163561.6621,638.87,1,2,418.58,22.36,6,139.46,29.92,98.38,4
927,323789.908,553.44,2,4,886.46,26.45,8,85.24,10.5,96.36,1
928,550994.9312,2235.66,5,3,269.14,11.07,7,23.3,21.4,88.92,6
929,213545.5455,550.0,2,1,150.11,16.11,7,92.06,28.38,92.7,3
930,233002.9048,986.07,2,3,71.57,24.76,7,141.09,19.69,89.45,6
931,204763.8543,604.56,3,1,193.57,65.68,8,34.3,17.23,88.47,4
932,188994.8131,1034.81,2,3,1047.28,27.22,5,14.56,2.88,92.12,5
933,400168.3896,1027.16,2,4,1154.71,49.78,6,1.11,28.55,92.96,5
934,147432.4916,610.18,1,3,323.85,39.15,6,64.11,48.7,94.75,4
935,505005.466,1239.85,3,2,47.58,28.45,5,33.02,33.92,95.04,5
936,250347.5042,550.0,2,4,275.19,54.0,6,28.92,18.11,91.18,5
937,266132.3364,1161.71,4,3,774.41,0.81,10,74.0,19.17,91.74,8
938,269320.9444,550.0,2,1,357.36,36.28,6,15.72,11.95,93.35,3
939,293853.7085,1204.2,2,3,264.73,38.88,7,21.36,12.5,85.12,5
940,327347.9656,1261.06,1,3,590.21,40.84,6,23.85,0.14,88.63,4
941,359293.2998,1678.43,4,4,707.16,48.43,6,25.51,10.74,95.7,5
942,689258.045,2068.36,3,4,314.26,54.28,9,66.77,8.89,93.95,8
943,107491.6315,935.74,3,1,94.36,34.86,5,93.36,12.96,92.52,1
944,432803.8536,998.05,2,5,937.29,1.27,8,86.61,14.8,87.03,7
945,250270.0733,958.39,3,1,521.3,25.95,5,37.87,13.14,87.17,5
946,293640.4683,1220.52,1,2,985.27,31.06,6,55.57,21.4,93.97,4
947,264529.5677,1384.13,3,4,423.58,50.77,8,47.63,31.13,93.26,6
948,285337.659,1662.01,1,3,313.55,37.73,8,30.73,9.17,93.43,5
949,300974.5539,1258.83,2,2,706.86,42.24,6,2.71,7.99,99.9,5
950,376670.0437,1317.59,1,4,848.9,41.79,9,25.82,18.88,99.15,9
951,316473.2471,936.15,2,3,239.11,42.81,5,83.9,22.6,94.01,5
952,381979.7939,1424.81,5,1,395.86,52.83,5,82.92,3.18,87.96,4
953,114899.8269,550.0,1,2,586.88,30.55,7,75.73,17.87,92.51,5
954,255148.639,728.28,2,3,747.22,37.11,7,86.34,8.98,87.56,6
955,391493.9671,1538.64,3,2,855.67,56.65,6,69.81,9.83,80.96,7
956,277537.2027,1057.01,1,3,207.59,0.92,8,30.22,8.29,98.27,4
957,705360.8368,1781.54,3,3,804.56,48.4,8,50.92,4.25,99.9,8
958,119751.4925,550.0,1,3,142.71,26.94,7,88.54,16.32,93.87,5
959,678290.7408,2114.0,4,4,820.65,10.6,10,2.54,10.9,99.9,8
961,283615.4031,1734.6,3,1,673.13,35.29,5,64.29,1.49,91.68,7
962,368668.559,960.64,2,4,695.44,13.51,9,89.02,9.37,93.2,6
963,166987.0495,1177.13,1,3,282.06,59.04,8,17.52,24.51,99.16,5
964,169245.1904,550.0,2,2,188.4,15.88,7,53.18,20.49,96.12,6
965,459321.3611,550.0,1,4,110.97,53.02,7,49.12,16.75,93.34,8
966,354094.8412,550.0,4,3,285.58,33.56,5,0.2,28.01,99.79,3
967,209226.8989,1502.69,2,3,195.91,3.82,7,5.63,42.44,97.55,4
968,118420.3323,550.0,2,3,555.05,10.91,5,53.43,7.98,99.85,3
969,337678.9155,1547.04,3,3,523.98,34.86,5,132.36,6.69,90.94,5
970,321152.9688,1161.42,1,4,470.5,30.05,9,55.89,18.69,99.9,8
971,192581.5685,1122.2,1,2,207.03,8.49,5,28.57,13.84,85.73,4
973,443302.0701,1456.69,3,4,830.48,29.04,5,67.65,8.76,92.03,4
974,437886.321,1183.87,1,5,500.16,38.03,9,9.48,8.21,90.17,7
975,421281.1787,837.88,2,4,1011.85,36.58,10,21.1,12.98,94.71,7
976,533299.9959,1405.16,3,3,606.14,35.16,8,42.49,10.49,99.9,6
977,367857.0917,1399.45,1,3,951.7,33.02,7,50.91,7.19,89.61,4
978,260260.6374,857.2,2,3,556.04,1.5,9,48.03,32.98,85.92,4
979,407612.3561,1144.41,1,4,431.84,38.74,8,77.71,0.82,91.73,4
980,195394.7271,550.0,2,3,609.16,16.42,6,98.03,21.73,99.9,5
981,244700.5513,562.66,1,4,1033.7,31.32,7,39.75,15.11,98.52,6
982,140598.8579,550.0,1,2,426.87,44.32,5,52.36,24.62,88.2,4
983,191506.719,700.48,2,3,293.74,50.52,7,62.41,36.51,82.4,4
984,181909.8306,550.0,1,2,956.66,28.22,5,18.07,1.2,99.9,1
985,166401.0351,1573.03,1,1,220.63,4.89,7,134.12,15.44,96.99,5
986,98828.1106,863.07,2,2,589.11,27.63,5,13.01,40.23,99.87,3
987,380018.3714,1125.46,3,4,998.37,2.09,5,35.6,15.42,94.99,8
988,118378.6969,1002.74,2,1,81.65,43.42,6,87.01,29.88,99.9,3
989,423092.3785,1379.65,2,5,898.24,26.94,9,35.89,14.52,90.27,6
990,140619.4594,1140.04,2,1,755.41,71.21,3,78.04,33.23,96.15,5
992,136992.0677,1190.94,3,1,605.16,7.87,8,69.0,16.09,99.9,5
993,108036.1452,550.0,2,1,467.4,6.44,7,72.96,16.13,91.98,4
994,212861.6656,1729.98,2,2,958.72,21.64,9,34.72,23.34,92.74,6
995,212457.828,629.81,2,3,372.23,19.15,9,19.92,31.91,99.9,8
996,470067.4985,1755.32,2,4,436.33,29.83,10,8.94,9.56,97.08,7
997,127841.1119,1074.68,1,2,100.3,38.25,5,19.45,14.82,85.62,5
998,278658.9998,1215.45,2,3,784.93,13.16,8,95.88,5.02,91.98,4
999,222198.5451,550.0,2,4,1125.79,41.79,7,7.17,38.42,93.87,1
1000,281812.0299,1099.92,2,3,597.07,38.1,5,6.59,21.46,86.52,2
1001,108849.7826,764.24,1,2,664.94,21.28,8,4.06,12.9,99.9,4
1002,346545.9581,1155.29,4,3,1012.36,22.93,9,31.93,4.19,94.42,6
1003,346928.3793,749.4,3,3,1098.2,30.32,9,28.27,7.87,99.29,6
1004,331897.4486,1129.74,2,4,492.98,29.21,8,15.82,35.49,99.9,4
1005,127557.7162,835.07,1,2,545.52,34.01,5,4.37,9.25,99.9,4
1006,301183.2875,1314.37,1,4,846.03,46.93,8,71.29,17.3,95.63,6
1007,178337.6542,1312.45,1,2,254.48,74.74,6,52.27,33.63,86.17,5
1008,231084.943,550.0,2,4,135.95,44.81,9,40.94,36.28,99.9,7
1009,420325.6531,1091.16,2,4,989.68,30.23,10,25.58,1.73,99.9,8
1010,455628.2404,1463.73,3,4,738.76,20.99,7,26.96,23.74,88.08,6
1011,488512.0736,1255.41,2,4,600.75,11.32,8,39.45,19.28,83.98,8
1012,376791.9595,924.0,2,4,540.95,41.77,8,14.0,36.37,88.68,6
1013,476293.4389,1619.76,3,3,465.92,31.76,10,23.2,28.72,99.38,6
1014,144716.443,550.0,1,2,189.21,40.61,4,72.05,30.93,91.91,2
1015,363742.5039,550.0,3,4,420.07,8.48,7,36.55,6.65,93.22,4
1016,208962.346,935.67,3,2,272.8,26.2,6,72.45,45.36,92.73,5
1017,222228.9304,920.51,2,3,582.43,49.18,5,46.04,15.46,94.49,3
1018,682995.0557,1564.31,5,4,203.81,26.46,8,21.56,21.05,99.9,7
1019,619336.2494,1161.33,2,4,431.2,25.92,10,18.75,0.38,93.11,8
1020,240969.3991,611.72,2,4,77.18,39.03,10,25.5,17.74,95.13,6
1021,403407.0994,1428.71,2,3,959.21,22.77,10,19.33,8.89,99.9,8
1022,230854.4814,743.14,2,3,7.43,57.53,6,63.48,7.49,99.9,6
1023,200198.5874,550.0,2,2,671.47,22.13,6,40.23,26.41,91.59,5
1024,116389.6093,797.1,2,2,1071.69,52.6,4,43.98,25.43,87.32,1
1025,153457.8801,695.32,1,2,643.56,13.54,5,44.13,13.85,97.18,2
1026,271942.7666,550.0,3,2,459.52,40.7,7,81.78,3.02,95.76,6
1027,95319.3426,550.0,2,3,83.86,9.53,6,77.0,24.42,90.03,3
1028,523320.7973,1521.72,2,4,243.93,54.28,10,65.67,11.91,99.41,8
1029,171020.9746,550.0,1,2,64.6,6.1,5,96.69,9.12,87.96,2
1030,631038.2748,1301.89,3,4,614.3,49.21,9,65.18,8.98,96.49,6
1032,193930.913,713.64,3,3,481.79,61.6,9,13.3,30.93,90.0,5
1033,164309.6409,550.0,2,3,458.77,28.06,6,131.75,35.61,86.7,5
1034,213503.8134,847.8,3,2,355.44,38.68,9,40.91,34.71,99.9,9
1036,410773.7438,1223.21,2,2,318.94,40.7,4,61.26,26.64,85.16,6
1037,288793.2703,688.72,2,2,1038.51,31.65,7,25.35,13.06,92.54,5
1038,422216.4882,1519.25,3,4,355.87,35.03,5,39.18,14.24,86.81,6
1039,277979.9734,550.0,2,4,304.19,67.46,8,31.83,26.15,92.85,3
1040,339351.4185,1015.29,1,5,1044.76,2.74,10,28.84,11.16,92.58,5
1041,695356.7368,1476.04,2,4,263.1,21.04,9,12.01,6.27,95.78,7
1042,269009.2878,807.11,3,4,134.11,26.15,9,33.18,0.22,95.84,6
1043,242627.3715,740.01,1,3,375.97,41.46,6,90.17,27.47,91.81,3
1044,580749.5254,1027.19,4,3,34.8,55.38,9,126.28,9.04,99.01,5
1045,261299.0612,876.01,4,4,255.08,7.12,8,59.58,1.6,99.9,8
1046,264221.5762,1493.17,2,4,277.14,35.35,10,0.29,2.44,98.86,8
1047,151152.5158,550.0,1,3,453.89,30.11,6,4.68,15.11,95.92,7
1048,237259.4408,853.71,1,1,319.26,42.17,3,37.3,17.74,96.17,1
1049,225046.1016,1010.31,1,3,399.25,35.53,6,51.96,26.41,96.07,4
1050,168395.9918,550.0,3,2,761.76,17.39,6,65.28,2.02,99.9,6
1051,118293.0448,550.0,2,2,47.03,52.37,5,109.4,21.06,92.72,5
1052,270917.5383,1542.53,1,4,462.3,31.22,7,7.38,27.23,92.89,4
1053,383291.0398,1133.28,2,4,601.8,1.68,9,24.42,9.27,94.91,5
1054,527791.5519,1661.41,2,4,843.68,37.79,8,38.88,45.88,89.39,4
1055,536474.0456,1782.66,1,3,531.74,40.28,4,31.29,32.99,86.93,2
1056,113104.3844,550.0,1,3,337.16,20.54,4,33.87,13.55,91.67,2
1057,387216.5626,675.02,4,4,218.21,53.63,10,8.42,0.51,98.41,6
1058,182488.3861,1348.31,1,2,1012.37,10.57,6,74.04,17.16,85.52,3
1059,321947.5436,1499.31,2,4,653.16,15.67,10,70.9,12.31,95.07,5
1060,503702.0815,1417.73,2,4,1065.12,8.17,10,34.59,9.83,99.9,7
1061,445123.7902,710.01,3,4,47.38,3.23,5,45.29,22.83,95.14,6
1062,197997.101,890.77,2,3,1208.82,13.4,10,34.36,12.34,99.25,10
1063,239369.4839,695.98,1,4,885.73,18.15,9,2.25,15.9,94.86,4
1064,160457.3193,550.0,1,3,140.74,37.74,5,136.57,29.99,95.42,2
1066,413801.6422,1322.55,3,3,818.06,6.72,10,9.27,1.49,99.9,7
1068,369438.1439,1807.95,3,3,497.24,35.32,10,91.15,23.01,99.9,7
1069,151361.7125,941.81,2,2,439.59,22.22,7,94.67,5.22,91.45,4
1070,493676.5673,1428.66,2,4,329.34,47.37,6,8.01,19.43,99.9,6
1071,330299.8118,1237.24,1,3,424.39,22.88,9,68.02,13.49,95.79,4
1072,312296.6703,936.96,3,5,273.26,64.24,9,42.04,1.57,83.11,3
1073,186239.1336,550.0,2,2,641.2,37.94,6,9.92,26.27,90.78,4
1074,285138.4883,1411.12,1,4,402.09,19.58,8,66.86,36.85,99.9,6
1075,112529.2773,550.0,1,2,12.93,19.18,5,33.46,19.83,86.3,4
1076,347272.8982,1137.9,2,3,627.53,28.49,6,33.84,3.52,99.9,7
1077,135762.7724,690.85,2,3,463.16,41.93,8,65.32,22.01,95.61,5
1078,380313.1506,1064.85,2,1,125.42,48.73,6,60.8,10.71,88.14,5
1079,435944.4423,1406.46,3,3,169.89,11.27,6,36.12,5.13,95.96,4
1080,333409.777,1137.14,1,5,902.28,30.18,7,86.06,6.45,99.49,5
1081,122942.4841,1932.48,1,1,729.53,26.85,4,50.14,10.56,94.52,2
1082,573344.3516,1671.42,2,2,849.25,50.25,5,35.72,41.69,94.79,7
1083,532685.0983,1191.34,3,4,254.22,1.45,7,135.0,18.54,99.9,4
1084,105757.9411,550.0,1,3,371.01,46.49,5,116.36,43.17,99.9,4
1085,122312.5598,743.76,1,2,70.48,27.75,8,11.87,21.02,88.97,3
1086,174132.6508,1337.19,2,2,681.56,8.8,7,14.15,22.82,93.72,6
1087,158839.4141,550.0,2,2,623.76,29.13,3,29.17,7.75,85.2,4
1088,195739.1771,550.0,2,5,814.85,47.49,10,28.34,19.55,97.15,6
1089,352007.6445,1366.41,2,4,1067.16,0.58,9,26.46,22.74,97.09,6
1090,362669.4953,861.09,2,3,259.3,32.52,7,27.87,16.96,87.79,5
1091,263012.9653,1167.24,1,3,39.92,50.25,4,25.14,31.29,90.96,2
1092,355873.0695,995.76,2,2,132.59,48.1,7,33.69,1.58,99.9,9
1093,212746.8088,679.57,1,2,518.23,46.36,7,13.87,4.22,98.41,4
1094,483449.2151,2090.48,1,4,769.54,11.08,10,9.86,7.27,98.0,4
1095,417551.268,771.68,2,5,436.59,37.46,7,14.21,11.78,96.59,6
1096,397803.9845,550.0,3,4,225.35,53.2,7,49.85,43.13,89.21,4
1097,271883.4021,550.0,1,4,116.43,9.97,6,34.9,7.69,96.68,5
1098,470275.8625,1497.53,3,3,340.43,12.6,9,102.68,14.48,99.9,7
1099,136396.0182,992.02,1,3,703.47,23.18,5,50.96,18.7,96.88,6
1100,92151.74651,564.44,2,1,667.33,39.66,6,7.11,10.09,87.27,2
1101,272444.5384,836.62,2,3,555.84,7.86,8,62.4,32.78,90.35,4
1103,323252.7729,632.87,1,3,366.7,40.08,4,10.57,39.98,86.55,2
1104,480474.4537,1320.57,2,3,916.17,28.32,6,90.86,12.79,90.49,8
1105,234034.0348,1251.87,3,2,1153.38,27.86,8,139.4,7.11,93.9,6
1106,324412.5087,960.99,3,2,841.25,16.49,5,115.0,42.77,90.4,6
1107,349919.6373,1545.95,2,5,573.53,35.09,10,66.75,10.25,94.91,8
1108,378924.1605,1237.47,1,3,70.59,55.38,7,105.76,35.18,95.78,4
1109,353661.9706,753.57,2,5,111.24,9.15,10,111.44,35.04,99.75,5
1111,157979.5478,550.0,2,3,466.2,56.43,6,2.75,28.01,94.81,3
1112,98235.07669,1033.23,1,2,488.34,78.47,4,30.72,34.02,85.6,1
1113,367459.4312,582.18,3,5,462.19,22.1,6,41.66,33.05,91.72,6
1114,657864.6024,1262.26,3,4,393.63,22.68,9,0.51,4.53,99.9,8
1115,126945.9536,550.0,1,3,76.17,39.31,5,94.45,30.63,89.95,2
1116,291340.4072,1324.76,2,3,591.56,0.53,10,40.36,28.77,95.09,6
1117,322496.1499,891.59,2,2,213.04,0.3,6,8.43,11.99,99.9,6
1118,548884.3065,839.02,4,3,646.01,11.48,7,5.31,3.56,93.18,5
1119,149122.5341,677.25,2,2,808.46,25.86,5,17.78,32.28,99.9,1
1120,181631.6169,550.0,3,3,322.83,25.89,8,80.67,18.43,94.06,5
1121,146992.1027,550.0,1,3,1004.72,31.04,7,59.59,5.88,90.17,3
1122,706219.0713,1604.98,4,4,1003.18,56.09,6,4.37,12.33,91.02,3
1123,179465.1961,550.0,2,2,685.98,24.34,9,68.13,7.31,97.33,4
1124,459567.602,795.11,5,4,892.19,24.73,9,55.03,17.04,98.02,6
1125,193604.4884,1000.08,2,3,429.12,15.15,6,35.94,21.75,85.14,5
1126,550819.4833,976.42,5,4,22.64,45.98,6,37.52,6.72,91.57,6
1127,170595.5044,550.0,1,4,272.49,13.99,5,133.32,43.51,96.64,2
1128,445634.9722,550.0,2,4,573.4,32.94,6,46.08,12.35,92.18,5
1129,103809.7946,628.95,1,2,319.79,44.59,4,73.87,24.22,95.4,2
1130,150986.1489,550.0,1,2,603.45,26.64,5,54.07,40.13,89.58,1
1131,105444.823,755.33,1,3,645.2,41.03,7,118.89,25.81,91.78,2
1132,333004.9719,2130.05,1,2,839.07,26.12,3,49.11,30.91,99.48,4
1133,368599.2912,1075.66,2,4,526.25,16.71,10,47.39,3.14,89.93,8
1134,171747.0522,550.0,4,3,160.54,3.1,8,58.61,11.33,94.97,3
1135,507058.1517,1308.37,2,5,422.95,3.25,9,66.67,18.92,86.32,7
1136,551047.2345,1507.28,3,4,766.22,1.82,6,32.77,27.53,98.84,6
1137,480959.1294,1127.34,3,5,695.64,31.66,8,53.33,2.98,99.42,4
1139,659953.378,1239.61,3,4,318.27,35.62,8,4.33,6.75,99.04,6
1140,147064.2281,724.17,3,2,65.14,31.06,5,55.72,24.72,86.71,1
1141,174163.6594,767.77,1,3,1045.55,20.16,8,30.16,1.45,95.77,5
1142,200768.8166,550.0,3,4,323.31,32.52,6,25.8,4.81,86.52,4
1143,435576.1234,1580.54,2,1,768.23,30.45,7,16.64,13.95,90.72,7
1144,111848.1471,594.91,1,3,645.44,38.01,2,14.38,45.92,88.14,2
1145,350210.6549,890.03,3,3,620.5,50.83,10,82.1,33.8,94.72,6
1146,191458.4188,550.0,1,4,107.05,70.38,7,83.9,19.31,86.52,3
1147,468592.981,1412.1,2,3,331.92,44.88,6,52.27,8.39,97.78,7
1148,193324.0549,974.8,2,4,278.95,10.78,5,54.53,7.22,99.9,5
1149,263045.3486,594.6,1,3,207.14,34.0,5,114.32,39.35,89.87,5
1150,170448.1784,1067.85,1,2,429.77,19.06,5,30.9,5.59,95.51,6
1151,198868.8431,683.19,1,3,293.02,30.63,8,59.58,23.7,97.63,6
1152,247865.2916,550.0,1,1,542.42,20.15,3,64.23,10.99,99.46,1
1153,232974.9339,1615.82,1,2,513.8,9.94,6,55.17,10.58,93.8,3
1154,402487.8841,1338.02,3,4,115.06,10.23,9,48.72,3.39,89.55,8
1155,398073.4053,1145.43,3,2,592.24,39.32,6,36.31,12.94,90.22,5
1156,752492.1903,1516.79,5,4,332.84,6.83,10,20.47,10.41,81.89,6
1157,232734.2708,1119.59,1,3,713.89,53.98,10,14.89,11.41,93.07,6
1158,604141.8781,1380.8,3,4,647.68,7.25,6,30.69,0.02,94.4,7
1159,611786.1264,1101.4,4,3,234.64,21.31,9,14.27,16.85,99.9,7
1160,525579.2303,1656.84,2,3,433.85,58.15,7,74.15,14.67,98.81,6
1161,334675.3086,644.63,3,3,26.58,68.84,5,54.61,39.69,99.21,5
1162,323668.3978,1309.07,2,3,814.98,50.91,5,48.85,11.01,89.09,2
1163,252379.5882,1269.27,2,3,249.34,32.19,7,57.33,28.73,92.11,7
1164,529933.9121,1532.08,3,3,596.12,31.49,8,28.65,1.1,95.02,8
1165,295980.5785,1852.27,1,3,329.49,25.56,10,7.53,27.03,91.82,8
1166,240192.4531,804.51,2,3,29.88,61.67,9,84.74,13.14,99.52,5
1167,276203.9201,1066.25,1,4,993.82,47.32,8,78.85,23.71,95.21,4
1168,392663.8886,1402.17,2,2,715.93,10.71,8,67.77,27.66,99.9,6
1169,270249.3015,820.59,1,4,216.74,53.91,7,83.11,19.81,82.46,5
1170,472945.5328,1204.79,2,5,425.86,11.02,8,23.67,10.9,99.0,4
1171,372061.6469,778.36,4,4,774.95,54.21,9,40.27,2.15,99.9,4
1172,264098.3392,1356.3,2,3,1108.87,12.95,9,27.97,0.87,99.27,5
1173,277087.4016,1047.86,2,4,905.7,29.59,10,12.44,4.61,99.9,8
1174,209841.1212,1019.02,2,3,715.25,33.37,7,58.16,50.13,83.17,2
1176,333044.5036,550.0,4,3,703.11,62.44,6,53.18,9.2,96.22,3
1177,376242.2191,1383.96,1,4,622.16,66.01,7,47.43,5.94,94.51,4
1178,728016.4966,1511.32,2,5,730.62,49.65,9,57.42,10.04,90.25,8
1179,414467.0282,965.33,1,3,167.4,81.77,8,20.43,0.97,88.97,7
1180,138516.6529,912.71,1,2,203.05,0.13,8,119.1,19.83,97.31,6
1181,156294.8951,550.0,1,3,205.84,81.87,6,66.47,36.86,89.24,1
