,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
6679,266981.4133,550.0,2,3,143.45,18.98,5,80.88,28.25,90.66,3
604,165566.0579,550.0,2,2,649.67,9.63,6,114.35,27.58,98.08,4
6739,89507.31472,1015.18,2,1,568.72,36.93,8,25.05,33.12,95.04,3
2949,281771.1895,1534.65,1,3,1016.86,31.14,8,41.16,9.93,96.3,7
5125,197193.796,1230.48,1,3,16.45,14.51,5,19.58,20.06,95.0,5
2206,466709.337,831.53,2,3,673.58,13.15,9,43.92,8.18,92.31,4
6469,521028.8945,1626.92,3,4,72.4,21.31,8,17.3,19.83,88.62,6
5480,306823.9859,1122.01,4,3,412.55,53.08,10,57.25,6.62,94.69,7
4710,236439.5814,1429.04,1,4,73.71,29.92,8,12.25,27.45,90.72,7
5821,463033.8802,1183.37,2,3,512.16,3.98,8,74.31,16.4,97.58,5
335,253572.0031,1247.24,2,5,508.51,60.16,7,37.74,11.43,84.92,6
1149,263045.3486,594.6,1,3,207.14,34.0,5,114.32,39.35,89.87,5
580,167546.7668,826.35,1,2,667.2,13.62,7,52.03,9.4,91.92,5
3249,117175.1588,550.0,3,2,857.44,4.75,8,21.55,23.4,99.9,5
2604,445000.4992,889.12,4,3,682.57,20.27,7,12.41,19.68,92.18,7
1068,369438.1439,1807.95,3,3,497.24,35.32,10,91.15,23.01,99.9,7
4161,156485.1911,550.0,2,3,977.74,37.72,6,77.72,22.3,95.06,2
3519,261273.8014,1505.35,1,4,343.48,32.63,6,30.14,14.29,88.78,4
1702,438008.3095,1194.4,2,4,145.74,25.85,7,106.45,2.8,96.07,7
4023,188495.1353,1251.57,2,2,860.35,38.4,9,46.6,12.76,90.13,5
2688,196117.0289,588.25,2,3,253.35,4.08,7,56.31,9.54,90.48,4
123,188197.7996,1012.32,1,4,256.97,50.62,9,59.56,3.9,91.81,5
3917,177184.5331,900.88,1,3,603.9,38.38,4,133.5,30.8,93.17,3
2388,504855.9148,1705.16,2,3,322.12,35.25,9,1.83,6.41,93.48,5
1127,170595.5044,550.0,1,4,272.49,13.99,5,133.32,43.51,96.64,2
3590,260655.36,1046.69,2,3,157.52,16.44,10,60.58,13.98,92.06,7
730,517881.0845,1573.65,3,3,501.65,15.21,6,31.05,25.87,97.83,5
816,276946.0848,986.66,3,2,490.08,46.58,6,11.94,8.3,89.88,3
3851,422554.5828,1229.6,3,4,669.56,48.59,7,70.98,10.22,99.9,7
6780,113258.5348,811.36,1,3,1036.7,21.54,7,0.41,18.5,88.53,5
6358,410418.3467,1438.6,2,5,106.4,8.61,9,11.53,10.67,96.44,7
5688,225821.6334,1187.21,2,3,566.0,20.93,5,65.64,1.53,90.14,5
1953,326653.7474,1317.76,4,4,929.56,48.61,8,47.21,7.88,98.38,7
3255,177051.9426,657.23,2,2,782.02,17.02,4,94.0,27.36,96.85,1
1221,344194.0908,1682.77,1,2,652.84,21.68,7,17.07,24.91,91.01,7
4589,415681.7376,1348.39,4,4,529.29,45.88,4,53.64,17.06,95.14,3
1903,274113.6555,1013.51,2,2,689.68,39.51,8,64.82,4.92,98.09,7
6610,421953.7341,1021.92,3,2,397.07,55.42,7,17.54,21.88,95.0,5
5044,304463.4501,1772.98,2,3,839.43,38.5,8,57.86,7.52,94.55,4
792,233758.1789,1154.48,2,3,736.5,4.36,10,30.22,9.97,98.1,6
4842,108413.2684,550.0,1,2,579.54,36.55,4,67.91,27.26,90.61,4
6803,269629.0388,749.09,3,3,1150.48,27.69,10,20.16,2.83,98.23,6
4851,643258.8816,1119.83,3,3,122.95,46.48,7,41.72,0.79,89.64,9
2711,190205.9094,822.88,3,1,99.71,57.6,8,20.16,12.25,90.68,5
1614,169402.8034,550.0,2,2,424.07,43.05,4,16.06,26.29,91.82,2
345,273656.1229,1453.22,2,4,176.69,50.55,6,27.35,1.98,96.81,5
765,173453.0226,586.27,1,4,468.91,18.49,9,33.13,39.04,94.06,6
4503,184883.8949,925.5,2,2,821.07,2.5,7,25.04,17.66,88.6,3
6592,480828.826,1211.22,2,4,590.32,7.51,7,59.0,17.51,96.59,5
2870,328246.596,1546.52,2,3,1163.94,39.93,9,50.75,4.53,92.57,6
2360,633611.6607,1457.84,5,2,467.27,2.95,8,5.81,9.22,99.9,10
1464,247501.9945,618.65,1,3,524.09,77.3,6,91.55,13.44,83.97,1
2312,413029.4084,1463.97,2,4,244.47,18.82,8,48.42,13.95,92.28,3
409,164222.1711,550.0,2,3,403.71,30.92,5,38.74,23.72,96.3,5
4693,323227.9855,882.68,1,3,351.27,23.34,5,104.31,15.5,96.97,5
2251,137212.5389,550.0,3,1,524.74,22.17,7,38.63,45.43,98.23,4
1414,506532.904,1431.12,1,4,579.17,15.22,10,27.48,8.22,86.57,5
3653,340564.4614,550.0,4,3,223.2,63.46,7,11.13,6.11,99.9,6
4258,291471.0943,1078.38,3,1,188.26,22.28,3,22.3,9.51,92.7,5
5428,731287.7622,2275.85,3,4,421.72,64.88,5,12.03,23.25,93.82,5
3812,223105.4141,1697.87,1,3,722.04,11.27,9,69.99,13.27,94.83,8
1727,131183.6791,550.0,2,3,660.16,48.56,6,36.23,29.35,88.73,3
2838,106891.5287,811.98,2,1,322.37,57.14,3,96.55,43.08,88.89,3
2860,200841.3064,772.84,3,2,229.62,25.83,8,28.95,3.95,95.98,5
5179,243947.2442,1051.64,3,2,572.91,23.99,10,43.72,3.84,99.27,9
3677,610665.3734,1488.74,3,3,497.92,13.92,8,63.85,25.21,89.66,6
5832,197654.435,993.36,3,2,276.53,37.0,7,12.7,11.92,93.03,6
5441,322596.4145,1774.02,1,3,559.58,44.85,8,64.57,1.07,92.95,4
2733,165098.0202,1577.81,1,2,618.09,1.42,8,68.83,1.4,94.1,4
4953,207669.4441,965.55,3,3,497.96,9.24,8,35.47,22.46,99.43,4
6481,313402.4745,820.98,2,5,285.53,5.74,10,79.73,7.36,94.05,6
5672,374775.5437,1087.62,4,3,715.63,21.8,9,57.12,13.68,99.9,8
2074,122436.7116,550.0,2,3,263.71,7.25,8,51.74,2.29,88.33,3
3977,221468.3481,1501.64,2,3,357.38,3.03,6,26.09,3.62,86.19,5
4383,283060.7469,1210.5,1,3,1246.73,34.55,8,69.62,23.63,90.42,3
6699,102580.7852,611.64,2,2,583.16,25.03,9,44.69,15.21,94.28,4
3564,243453.1123,1480.66,2,3,641.79,51.98,6,28.27,11.0,99.9,5
710,199781.8604,744.45,1,2,632.75,46.56,2,39.75,16.84,91.36,3
5453,523016.3934,1400.63,3,5,518.03,11.54,10,33.4,9.87,99.9,7
141,137434.8608,1536.98,1,1,267.89,23.77,7,93.62,25.63,93.45,5
3045,334205.9996,779.4,1,5,416.12,40.4,6,81.69,21.52,86.53,3
3296,275386.7579,840.53,1,4,710.01,14.97,8,107.16,25.62,90.85,5
1673,201806.9634,550.0,3,4,421.2,9.06,4,40.52,30.66,97.73,4
5252,100868.9766,550.0,2,2,1101.84,8.17,7,20.42,9.71,97.61,5
3416,366259.8287,1196.2,1,4,136.35,31.07,10,15.11,11.92,99.9,8
1443,121511.9327,739.23,2,2,472.3,37.34,7,43.04,9.92,89.77,8
2138,467780.1173,1903.24,2,5,993.62,14.04,10,3.87,4.23,98.76,6
2615,539724.7337,1285.87,3,4,510.23,38.81,8,4.55,23.0,95.45,4
5002,324337.8834,1486.63,3,4,1054.01,21.19,4,29.77,4.57,91.73,5
4615,409191.0991,1099.78,3,3,386.22,14.22,10,1.07,31.81,98.94,7
5233,226823.6222,1493.21,1,2,555.63,47.07,3,53.07,12.94,87.48,5
6640,254732.3594,1459.44,1,4,807.54,23.28,6,23.63,14.21,89.43,5
3973,262486.264,550.0,2,2,105.42,68.27,7,7.29,17.34,95.93,4
4604,133195.6287,550.0,2,3,185.79,29.97,8,138.4,47.85,92.38,5
1047,151152.5158,550.0,1,3,453.89,30.11,6,4.68,15.11,95.92,7
6038,669952.9768,1231.79,5,3,450.69,15.71,10,4.62,3.15,97.27,7
4795,625194.5566,761.55,2,5,184.15,0.14,9,15.85,2.04,93.78,4
5536,210296.1478,1460.2,1,2,606.25,57.54,6,56.09,26.73,88.29,3
5370,214522.3518,550.0,1,4,406.55,29.14,8,70.34,25.46,93.58,5
3335,402903.701,1530.65,1,3,279.94,28.18,9,0.76,11.45,89.54,3
233,383062.9673,1114.36,5,2,505.49,26.67,7,37.75,19.23,99.9,4
1911,139677.7098,984.1,1,2,361.65,33.83,4,35.47,24.7,95.26,2
1601,149978.7022,675.68,1,2,345.13,13.41,5,87.16,14.24,90.07,3
6251,186845.7182,550.0,2,2,607.25,32.65,4,70.67,3.51,95.91,2
5211,297276.8036,911.67,3,4,76.77,43.04,10,77.64,18.97,94.23,6
4859,562834.5465,1662.03,2,3,450.05,37.76,8,14.68,18.11,90.32,6
3178,680561.3817,1837.05,3,4,449.08,24.54,7,39.93,14.15,98.66,8
3970,359000.7922,1658.33,2,3,176.79,48.87,7,5.72,2.83,89.49,5
4555,365250.9789,923.93,2,3,1085.37,11.62,8,16.68,12.24,87.43,5
4409,239850.3375,589.27,2,4,261.54,13.26,8,4.68,12.52,99.13,7
536,314630.9598,1937.42,1,2,569.13,28.92,7,40.53,10.55,89.85,7
2618,293761.1775,1005.51,2,2,472.01,3.25,6,16.04,13.84,94.43,4
4817,495124.7829,1059.29,3,2,616.14,17.83,4,12.61,6.14,92.79,4
4423,313705.9364,1327.56,3,3,723.69,72.13,8,38.93,1.7,93.51,5
6273,410357.2197,939.55,3,5,468.79,16.84,6,103.39,16.56,87.29,9
4166,240714.5768,1437.55,1,2,249.77,35.51,7,84.98,14.21,84.28,5
763,266242.4441,550.0,3,4,402.0,30.64,3,10.23,7.41,90.59,4
2686,157550.5442,849.06,1,2,31.41,46.06,6,47.77,2.22,87.56,5
5707,396197.2993,550.0,2,4,15.53,7.47,10,4.25,2.44,98.4,4
4306,247749.1269,1062.03,3,4,248.15,35.38,7,28.6,33.31,95.82,6
669,290681.4959,550.0,1,4,561.86,60.08,6,46.79,19.48,93.54,3
3353,302981.5026,1039.85,2,4,240.42,7.39,9,49.33,13.26,93.16,4
3583,257495.1117,760.79,1,3,311.73,19.17,7,2.98,20.13,99.9,4
394,440441.4913,955.82,2,3,602.47,60.62,6,41.71,32.53,87.27,4
84,380408.5489,938.17,1,4,116.05,29.16,9,87.07,32.27,94.59,6
5870,364516.1464,1058.63,3,4,595.41,36.07,9,47.33,11.31,91.67,5
6600,443293.6067,1317.5,1,4,169.35,40.41,10,25.79,6.17,98.38,7
5935,343027.6788,1339.82,3,4,768.82,38.12,7,23.11,17.28,86.93,5
2527,195540.0416,1950.12,1,1,779.68,53.97,9,25.09,11.14,92.74,6
117,470665.0211,1364.59,2,3,89.46,39.6,6,57.09,7.57,97.3,5
3834,156312.4717,550.0,2,3,683.55,34.79,4,67.31,18.35,92.99,1
242,225726.3565,550.0,4,2,1043.79,46.13,7,52.41,5.03,91.57,7
4370,472890.0803,1791.87,4,3,412.07,25.56,9,56.05,52.5,95.79,9
169,292393.51,1223.17,2,3,100.38,36.79,7,41.37,22.61,93.04,7
6890,180672.84,719.8,1,1,306.67,10.35,4,65.12,15.76,92.13,1
6914,266635.8168,1821.0,2,3,553.0,16.65,7,51.35,27.59,88.87,5
5908,251772.1898,1410.31,4,2,275.38,32.4,9,13.88,7.01,91.88,6
1418,182530.0161,938.02,1,3,130.91,22.04,7,19.66,23.46,94.91,5
914,284879.1228,931.87,3,3,451.27,32.4,5,92.11,39.11,94.47,4
3878,471933.5698,2228.78,2,2,8.42,19.35,7,9.74,2.83,95.29,7
6831,363917.0858,1226.92,2,4,137.5,24.6,8,19.47,1.72,91.71,6
5795,230280.9959,550.0,1,3,674.23,31.7,6,10.67,23.19,86.61,2
2836,739816.9259,2097.51,4,3,882.41,18.33,9,7.47,24.52,99.9,8
4427,335845.5073,550.0,1,2,412.51,45.4,5,111.21,22.47,89.96,3
6366,653440.5314,1273.03,3,5,525.41,47.08,10,69.36,22.67,95.25,9
6737,473795.637,1920.59,4,4,981.64,25.72,8,47.96,9.54,89.19,7
526,226378.703,1725.96,2,1,271.42,33.85,4,40.13,28.96,89.68,6
57,262908.9842,550.0,2,4,614.11,27.62,9,88.31,25.87,91.95,8
2943,354263.9805,661.87,3,4,752.58,44.14,5,26.02,17.95,98.94,5
2131,129930.7731,550.0,2,2,827.99,37.23,8,53.68,14.52,92.54,6
443,310063.45,864.89,1,4,161.5,52.18,8,70.94,30.05,97.78,3
44,197044.3929,550.0,3,3,322.77,29.04,7,30.58,29.27,97.48,7
6541,249538.9243,979.58,2,3,305.22,18.19,7,64.78,8.24,98.14,4
2448,410816.4987,1877.32,1,4,419.72,33.74,8,7.47,18.95,86.71,4
2143,265321.4022,1309.54,2,3,495.97,37.27,10,67.98,7.17,99.9,5
2900,257617.8489,896.2,1,2,944.12,49.62,5,96.11,8.45,99.9,4
3595,316375.6638,713.02,1,3,873.93,35.1,4,4.17,3.76,95.13,5
3957,205784.669,1330.24,3,1,573.49,37.93,7,64.0,10.25,99.9,5
2364,108832.5773,699.69,3,2,780.82,46.33,7,86.44,5.96,94.07,2
4831,680967.5893,1364.29,2,4,288.29,35.01,10,31.27,6.03,91.78,9
3854,354656.3014,1701.51,3,2,397.45,40.1,7,105.46,3.36,89.33,4
5716,229454.0694,1572.26,2,2,904.34,16.94,4,45.31,28.72,92.36,9
3849,268163.8259,718.38,2,3,675.71,3.78,9,58.3,9.15,97.98,4
6087,646044.7923,1628.4,3,3,929.5,28.95,9,8.32,13.45,99.9,8
4565,277572.963,770.0,3,3,270.97,18.02,6,72.95,8.05,88.0,4
2974,182090.5999,591.9,2,3,790.45,50.95,6,99.3,38.11,99.37,7
4568,354930.9638,1838.25,3,2,1009.36,26.82,6,4.07,6.61,83.16,7
1379,612887.7486,1320.0,4,4,669.14,47.81,10,33.11,0.35,96.25,10
4289,412716.6364,1113.87,4,5,454.43,36.02,6,77.3,0.82,94.65,4
2262,387598.4927,1630.18,2,4,513.19,3.33,8,15.92,3.15,97.79,8
1809,468472.1179,1066.98,3,3,697.27,29.02,8,84.13,32.0,99.9,7
215,172624.5777,593.12,2,2,205.52,48.09,4,15.01,9.78,97.62,7
4247,371205.3039,1359.56,2,3,269.28,19.82,8,95.4,4.78,89.82,6
4996,360765.3965,1484.71,3,3,717.94,31.7,7,15.61,25.33,92.7,4
4887,161429.4012,852.09,1,3,254.81,50.24,5,38.82,21.31,89.17,3
2068,450754.4439,1169.09,4,3,688.39,54.04,8,82.66,9.28,87.71,4
2898,562084.7515,915.54,3,4,641.04,13.59,7,3.98,13.75,88.11,6
5735,163712.9443,550.0,1,2,414.41,20.05,7,117.91,14.0,91.62,2
2022,317313.6928,1765.85,3,3,649.21,47.28,9,16.26,15.78,93.78,4
1651,170712.7342,550.0,3,3,824.51,30.05,7,52.35,30.59,93.41,4
1518,160415.9956,995.09,1,3,106.72,0.57,8,53.69,10.07,93.47,7
284,348803.1786,1508.69,4,2,581.1,9.35,6,46.99,23.86,90.06,8
6178,187420.2746,585.81,2,2,873.1,59.58,5,93.09,0.59,91.52,3
5274,283570.2735,1006.86,2,2,62.78,46.62,7,58.7,5.46,99.9,4
3866,198478.5025,607.86,1,1,577.09,39.02,6,4.35,20.57,97.11,4
3074,376196.276,1190.2,2,3,670.03,29.32,6,59.45,5.15,87.59,7
6061,112495.9077,562.94,1,3,494.66,64.36,5,99.9,27.81,96.4,4
2402,139805.9189,550.0,2,1,579.7,17.15,6,47.01,11.84,87.58,5
2342,531131.86,1627.88,3,2,715.12,42.88,9,62.93,11.74,99.05,7
995,212457.828,629.81,2,3,372.23,19.15,9,19.92,31.91,99.9,8
4376,220567.8738,1056.4,3,2,474.16,44.32,5,97.05,27.43,93.99,6
4891,167279.1021,1152.7,3,2,725.39,49.57,6,57.15,35.82,95.51,5
3292,373180.0435,1009.88,4,3,1151.39,53.47,6,2.43,10.29,94.88,7
4716,327068.3617,1674.78,2,3,126.6,67.71,5,35.09,23.0,88.65,6
893,204229.4149,817.57,1,3,567.89,69.3,6,129.23,19.82,84.81,2
6534,262641.6608,716.33,4,3,305.78,42.94,6,18.82,6.4,93.91,3
207,276698.6903,645.97,1,3,306.13,39.96,4,65.6,2.79,91.41,3
1887,243330.2826,618.45,2,4,747.35,50.59,8,74.34,30.71,91.97,5
1207,324848.6239,1251.03,1,3,532.89,38.21,6,75.32,30.19,91.8,2
4616,126313.9809,665.49,1,2,98.19,49.37,7,79.69,18.46,99.9,3
3947,276656.5065,1995.41,2,4,43.38,73.03,8,63.94,15.15,88.33,7
2590,244824.7969,1360.15,3,2,301.75,26.9,7,21.62,11.47,91.24,5
2903,409661.7901,1427.49,2,4,655.98,8.02,10,43.87,11.41,96.88,8
542,200664.6325,914.69,1,2,423.72,56.66,7,35.24,15.57,98.19,6
6043,249787.5681,888.39,1,4,735.31,29.2,8,9.77,49.6,94.64,6
5524,325171.012,1385.96,3,3,47.23,16.35,7,16.12,25.32,93.98,6
2617,272776.072,939.03,1,4,300.77,50.24,9,76.76,27.9,98.3,7
6915,98659.48993,736.17,1,3,962.13,28.98,6,33.47,17.49,92.53,2
6460,107724.4395,555.25,2,2,505.36,48.61,7,66.84,34.48,97.26,4
2839,120748.6048,1099.81,1,1,460.05,74.47,3,75.03,36.64,84.68,2
1963,146124.9394,1419.79,1,2,630.85,52.85,6,97.86,45.97,91.88,4
2292,451761.6713,1376.09,2,5,301.07,24.4,7,43.79,23.46,99.9,7
194,220975.2677,550.0,2,4,699.71,32.22,8,101.98,16.26,94.4,3
1810,313223.53,550.0,2,4,329.7,33.45,9,32.06,9.25,97.2,1
6354,553379.1957,1814.66,2,5,433.52,36.34,10,14.37,18.72,90.0,5
558,491132.4585,2072.28,3,4,91.17,31.63,8,46.4,17.3,94.3,7
4259,391146.0655,729.48,3,4,1005.7,72.4,8,62.93,29.48,95.66,5
201,157124.4944,693.72,2,2,867.88,27.4,6,6.11,15.4,92.96,4
3576,138576.4811,774.59,1,3,762.41,45.25,7,69.16,16.31,92.04,4
5960,274030.2632,1109.44,2,3,335.38,39.67,7,77.26,25.3,98.22,6
295,361249.6732,1236.56,1,5,533.95,18.63,9,44.17,32.49,93.48,6
3615,271593.7546,964.6,2,3,473.7,41.38,6,99.94,6.86,92.08,7
307,387338.4613,1653.52,3,2,938.48,39.59,5,10.34,24.35,99.9,6
4956,109108.3763,550.0,1,3,548.94,22.88,6,3.21,4.92,92.44,6
6260,160568.0355,853.13,3,1,742.75,22.08,5,50.77,28.62,95.63,2
3992,243166.5359,709.19,4,2,73.71,37.96,4,42.64,26.61,93.76,3
1888,301173.9556,638.38,1,4,710.83,46.29,10,101.86,1.33,95.93,9
4203,405985.2649,1803.59,5,2,136.85,8.95,8,4.28,10.05,90.99,8
4300,177518.1051,973.81,1,3,615.27,25.84,3,95.66,16.67,86.14,5
2309,259757.602,1316.69,2,4,765.96,36.08,5,78.5,17.24,94.47,5
1160,525579.2303,1656.84,2,3,433.85,58.15,7,74.15,14.67,98.81,6
422,528127.8507,1420.25,3,2,513.57,21.61,7,60.63,1.13,93.24,5
3753,306098.3293,663.07,3,4,484.75,2.37,6,11.6,21.14,92.75,4
6013,392732.8557,1028.47,2,4,213.54,30.1,6,80.26,45.1,88.91,5
1948,176632.1144,550.0,2,3,287.07,75.52,6,38.38,27.6,94.73,3
5261,260376.9672,1309.32,1,3,99.36,16.29,8,33.73,27.36,98.46,6
3367,201890.2908,550.0,2,3,673.1,32.34,7,36.74,40.38,96.19,2
5183,215313.2562,1394.28,1,4,170.79,59.91,8,50.15,11.89,84.71,5
5086,558724.6168,1973.89,4,5,371.56,24.1,10,45.64,5.05,92.08,9
4913,165322.2964,1299.01,1,3,539.86,26.34,6,74.15,41.07,94.82,2
1618,551289.4411,550.0,3,5,273.64,46.48,4,11.47,24.61,86.66,4
2580,317480.6157,1008.86,3,2,155.25,18.86,6,29.42,24.26,97.94,5
4985,312456.8833,709.99,2,4,990.54,34.29,6,8.96,21.73,98.13,5
5930,383703.4774,1150.38,2,3,325.06,12.04,9,90.38,14.51,89.11,5
5728,112953.986,1122.06,1,2,145.52,56.0,4,65.31,34.52,97.85,3
6932,300214.8036,1538.8,2,2,367.31,8.36,5,90.17,16.7,97.82,5
635,455238.6954,1448.19,3,3,959.64,24.53,10,45.9,4.28,91.38,6
2854,189604.2308,550.0,2,2,84.42,18.1,6,106.41,13.94,95.77,4
4037,183177.725,759.17,2,3,303.47,23.92,7,61.69,15.39,89.51,1
4481,101049.8755,1160.18,1,2,397.18,31.83,5,68.72,49.47,93.25,4
5212,298803.5502,1339.88,1,4,443.41,36.41,10,77.29,16.39,93.7,7
1341,258466.8909,1036.9,2,3,496.63,17.3,5,26.95,15.39,96.85,5
4777,391558.7268,2273.6,4,3,780.72,30.92,10,13.08,6.84,91.77,5
3210,122939.5759,550.0,1,2,227.27,42.87,6,65.87,26.98,81.66,4
1845,303962.8866,1113.69,2,3,4.58,30.4,8,33.55,24.88,99.9,5
5315,262803.5963,906.8,2,4,157.3,58.86,4,62.14,23.32,89.33,2
3358,302507.2463,1417.36,2,2,391.11,30.53,6,39.82,9.05,95.8,5
3624,413003.9979,1378.36,3,2,980.86,33.12,8,16.68,30.58,97.9,4
6309,247071.616,800.99,1,3,642.05,37.22,6,85.99,4.91,96.51,1
4097,249751.8563,1236.0,4,3,384.98,23.15,10,24.69,52.88,97.74,7
3230,356639.1253,691.05,1,5,1185.71,39.52,7,21.72,14.61,87.69,5
1395,466152.7444,939.53,3,3,308.58,64.54,10,58.02,11.78,99.82,7
1701,235650.3565,844.95,1,3,249.42,11.38,7,67.03,35.55,91.49,3
2348,437769.4065,550.0,3,4,510.33,20.0,10,13.31,27.0,99.9,6
2705,421852.2768,1584.58,3,5,536.1,15.3,7,18.74,3.11,86.05,6
423,310011.5463,830.53,1,3,551.53,39.68,5,96.53,25.0,99.2,7
6459,407106.8769,550.0,3,3,323.79,35.63,7,65.26,16.52,99.9,4
2362,249025.7814,1573.38,2,2,948.74,52.98,4,43.49,34.38,97.59,5
3059,264833.5258,550.0,1,3,428.63,10.81,5,47.99,11.49,89.9,3
6419,713417.5022,1028.15,5,3,785.22,2.21,10,24.63,13.38,97.07,9
4214,186897.8253,1065.62,1,4,420.97,23.96,5,43.04,7.86,98.35,5
5818,261671.7439,1675.25,3,1,124.92,16.59,7,82.89,30.48,90.3,2
4350,151390.0694,972.21,1,3,769.51,8.14,7,47.5,10.11,96.21,1
3259,713441.2579,1761.86,3,3,139.96,4.39,10,27.3,3.74,90.15,8
2438,280106.8147,1434.14,1,2,302.18,38.27,5,9.21,23.57,90.99,5
5772,675129.4253,961.66,4,5,744.72,56.17,10,98.18,6.87,95.09,9
6582,170764.9409,1013.29,1,2,48.9,38.19,6,103.3,17.95,86.94,3
4104,232398.5723,550.0,2,4,65.08,42.04,6,116.05,20.0,86.07,1
5506,313587.7653,1629.25,4,2,598.66,33.97,9,34.31,20.91,99.9,7
6348,220430.4193,1127.92,3,2,586.47,28.67,7,4.5,45.03,92.94,7
271,483538.6537,593.3,3,4,757.83,29.29,8,36.45,11.09,91.46,3
2656,630994.2869,1654.51,3,3,607.02,45.26,7,33.34,30.95,93.86,5
4302,256574.4397,957.99,3,4,432.24,67.78,9,42.01,4.5,87.48,8
3040,697158.4458,1739.49,3,2,637.75,52.17,8,51.77,3.82,99.9,7
6581,332765.5843,2241.44,1,2,923.45,32.68,7,40.78,20.56,85.36,4
6415,167060.5385,735.97,1,4,144.0,43.21,6,90.38,45.42,98.31,4
218,214599.2362,1034.3,1,3,193.7,21.15,9,24.45,1.56,98.29,5
5686,614439.273,1792.24,2,4,509.35,23.96,10,42.4,3.42,80.58,4
6874,308470.7357,550.0,1,5,793.67,41.9,9,44.55,24.39,93.99,4
1665,381701.4755,805.92,2,5,506.72,48.26,8,33.74,19.21,85.36,7
5426,506110.3169,1507.02,2,5,639.12,25.15,10,72.03,31.14,93.72,6
636,417832.9095,1127.89,3,4,511.23,56.71,9,60.94,21.87,91.94,6
4071,153266.9508,1349.78,2,1,326.74,51.0,6,49.6,43.34,89.95,3
1280,367059.5017,799.83,4,6,316.67,22.93,10,69.22,23.66,95.93,10
3340,373653.4927,959.09,4,3,476.4,36.75,6,51.7,53.55,87.38,6
3261,319119.9513,550.0,3,4,1016.87,47.79,6,97.65,25.45,93.95,2
2442,294640.9241,1834.29,2,4,436.26,16.0,8,18.69,15.82,99.9,8
6474,153297.265,1037.35,2,2,934.92,48.03,6,13.84,41.71,94.51,5
4437,165472.5762,962.42,1,3,318.97,22.09,7,18.1,11.18,99.25,7
462,268522.6089,913.27,2,4,41.47,37.97,4,81.2,10.7,98.1,5
3078,300740.9772,1168.86,2,2,288.52,37.34,6,15.84,19.61,95.18,7
2849,404300.6422,1479.88,1,4,732.06,27.75,9,48.64,2.82,90.55,7
6171,171185.4905,550.0,2,2,573.66,47.17,7,19.87,18.69,99.9,4
3331,456311.9426,1751.95,2,3,662.06,22.74,9,7.4,0.11,91.6,8
1097,271883.4021,550.0,1,4,116.43,9.97,6,34.9,7.69,96.68,5
4915,461983.6949,1629.07,2,3,363.24,22.94,10,18.97,32.5,93.32,6
2811,699531.7831,1547.53,2,3,455.17,24.62,8,15.39,10.86,96.96,8
4876,139237.1177,605.01,1,3,474.55,43.92,5,92.74,19.35,97.08,3
5901,287988.1446,1438.43,2,3,166.12,48.11,8,71.85,2.09,95.0,4
5937,311554.6722,550.0,2,2,63.74,20.59,3,3.03,38.51,83.24,1
2235,262534.9921,935.67,1,3,250.57,45.26,6,1.24,6.75,95.56,3
1282,231338.412,890.36,2,4,495.31,48.44,9,49.25,8.52,94.99,5
3024,134547.8645,550.0,2,3,335.59,52.64,4,4.61,4.15,88.68,3
4583,380776.593,861.76,2,4,33.53,56.54,6,33.31,42.45,93.15,5
928,550994.9312,2235.66,5,3,269.14,11.07,7,23.3,21.4,88.92,6
6285,212846.8827,771.94,1,3,251.07,46.25,6,47.86,9.99,91.96,2
6466,270178.5985,579.98,1,3,540.09,18.15,4,6.39,14.08,94.43,2
6957,300868.3153,1386.17,1,3,654.32,34.97,8,100.54,30.42,89.37,2
6001,248951.658,767.36,1,4,546.27,20.76,9,14.49,0.86,86.1,6
5661,305326.2732,723.81,2,5,240.35,39.84,10,58.92,14.58,95.86,5
403,210450.8806,550.0,2,3,490.96,42.41,4,1.79,14.94,99.9,4
5084,471721.7656,670.91,4,3,582.2,52.86,6,48.79,11.78,93.76,4
2405,273717.0881,757.46,3,2,635.6,39.19,6,49.05,6.4,98.07,6
847,373566.5159,1484.35,2,4,513.61,43.1,10,24.74,19.63,93.65,8
714,190849.8791,612.66,2,2,139.13,34.45,6,46.62,33.21,97.28,7
2543,160035.8175,1092.71,2,1,576.81,52.48,4,98.29,13.52,95.3,3
416,233789.3427,550.0,2,4,470.97,46.95,6,63.28,16.99,91.65,5
2175,165657.3604,800.7,1,2,165.21,59.26,6,16.69,2.93,94.49,3
2169,439067.9892,1579.61,4,2,700.44,39.09,6,15.87,9.46,98.55,7
6900,164784.6152,550.0,1,3,747.1,21.83,7,2.05,7.37,93.09,4
1210,245919.7565,1334.77,3,3,438.21,57.07,7,5.48,6.6,95.84,8
3471,422939.493,1224.48,2,3,675.1,18.18,7,34.3,24.85,87.14,6
5209,250129.0723,733.8,4,3,274.49,37.07,8,45.93,15.06,92.54,4
4138,300158.0896,1644.94,3,4,1206.59,42.01,5,41.64,24.32,91.61,7
2223,446406.9359,915.33,3,4,404.85,7.19,7,30.86,49.13,88.4,5
6051,226528.3599,697.21,1,4,551.48,35.19,5,46.19,6.19,99.9,6
