,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
2796,482163.9382,2130.18,3,4,24.65,49.58,10,11.66,3.59,89.17,9
5978,224973.4118,1474.99,2,2,774.45,25.39,5,57.62,19.71,94.71,6
2633,416916.7072,1707.82,3,3,885.45,15.85,8,34.22,12.91,96.73,6
6066,160234.8661,794.96,1,3,662.62,62.2,7,78.53,28.83,92.03,3
2948,223006.9687,778.31,3,2,291.42,21.93,6,130.6,40.16,92.88,3
3106,528857.2625,1581.99,2,4,971.33,12.2,7,73.96,11.8,99.9,8
5484,144117.9962,965.86,1,1,642.49,14.35,3,60.96,8.82,89.31,4
6882,630878.4614,1270.65,4,4,91.09,53.06,10,67.25,8.98,91.97,7
3421,323691.9893,1594.27,3,2,616.64,35.59,8,55.03,24.36,87.72,6
501,358909.4737,1520.86,1,3,464.08,3.37,9,58.45,13.44,90.59,5
4429,183107.5642,730.03,2,2,631.71,71.7,7,57.13,26.99,91.6,5
4519,374408.3745,1910.13,2,2,697.08,27.27,8,23.66,1.99,90.7,6
6408,586566.5032,951.57,3,4,1060.24,44.36,4,49.48,16.57,94.83,5
5871,337965.0351,1220.43,2,5,880.16,33.81,8,51.89,37.69,95.03,6
2646,342763.2987,1345.29,2,4,1189.16,46.43,10,64.55,24.45,95.33,7
3983,202655.5799,585.17,2,4,264.42,15.32,7,6.4,33.02,88.05,6
5380,484666.6491,1300.49,1,4,123.55,14.12,8,42.66,6.89,91.42,6
455,433254.7866,983.44,3,4,230.94,24.73,6,90.16,20.58,96.02,6
3945,177194.0105,1052.01,1,4,667.58,16.93,5,22.58,19.87,99.9,3
6431,490977.0892,2009.45,1,5,292.74,16.29,10,1.29,5.08,87.73,6
2978,240045.8232,1276.99,1,4,460.49,17.49,8,32.18,2.96,98.23,5
4648,244951.2147,652.27,2,3,631.93,30.51,9,53.99,10.93,99.9,4
2862,407852.18,1489.29,3,3,489.36,21.6,7,40.28,6.9,99.9,7
160,275767.8705,995.68,1,3,110.33,38.76,7,9.83,9.36,82.78,4
6791,228007.9217,745.2,1,3,642.3,9.3,10,28.63,0.98,99.9,5
1470,133765.0137,550.0,1,5,244.84,44.41,9,42.51,9.59,87.68,7
5328,172264.1938,976.39,2,2,292.84,66.65,6,20.97,40.99,99.9,6
2914,269638.2659,550.0,2,4,626.52,18.89,9,62.49,17.54,90.36,3
2607,572351.0022,1262.21,2,5,763.11,24.68,7,3.44,3.17,90.29,3
6675,333010.0784,1199.9,4,4,416.99,61.23,9,33.54,23.03,93.56,8
2732,330874.5842,707.95,4,2,1040.66,10.21,10,15.09,43.84,99.9,6
2392,204147.5704,843.66,3,3,421.13,26.26,9,77.15,37.4,93.71,4
479,350380.8319,1082.65,3,3,792.37,61.83,7,21.04,1.78,95.36,6
5628,278006.7584,798.01,3,2,537.99,39.76,8,44.62,16.81,92.65,4
5298,313865.4735,607.23,3,4,468.05,52.82,7,21.4,5.78,93.91,3
2323,561089.7191,1225.4,3,3,914.01,13.38,6,8.14,1.76,99.9,7
2840,617207.559,1001.8,2,4,904.57,23.34,8,58.05,4.44,92.17,6
5742,294734.4667,1380.15,2,2,439.64,50.0,7,80.32,4.18,90.4,6
2429,228390.5602,793.32,1,3,304.51,46.85,9,39.23,24.07,97.7,7
212,256648.7761,884.1,1,4,926.52,19.2,10,98.18,2.28,93.39,6
120,219051.4837,860.5,1,4,316.29,28.98,7,66.86,15.93,86.46,5
5417,481818.1188,613.54,4,4,15.13,43.29,9,1.94,16.07,94.64,7
6538,276114.303,792.58,1,4,809.23,39.59,5,14.98,2.07,99.9,4
6298,210357.1794,974.94,1,1,362.45,24.58,6,109.18,14.93,99.81,3
6785,281318.7199,1954.7,2,3,456.4,14.96,10,111.8,29.96,96.8,6
3954,362288.7938,988.77,3,2,791.05,24.97,6,58.57,12.53,94.13,4
3719,251081.8918,550.0,3,4,55.88,43.24,8,9.11,21.18,99.9,6
894,244280.9675,1253.07,1,3,719.02,17.68,10,11.86,4.32,98.35,6
4470,550696.1107,1414.69,3,2,828.03,35.25,4,40.62,2.14,94.52,5
1554,237388.69,550.0,2,4,30.73,36.44,5,59.83,5.28,93.61,3
4324,132388.1021,779.1,1,2,627.22,31.39,3,107.99,41.19,99.9,3
5544,184673.4119,550.0,3,3,557.79,62.83,6,60.27,39.71,91.16,3
3686,307135.0187,1928.68,2,3,301.85,22.35,8,57.05,19.88,99.9,7
4700,447754.7187,1729.89,4,5,190.17,12.56,10,63.05,1.84,99.9,8
2227,516020.9028,1659.3,1,5,456.1,26.96,9,39.95,14.22,98.64,7
4772,551832.3252,1089.99,3,5,502.54,33.99,6,11.19,24.4,99.9,10
4134,118533.4498,595.93,1,2,337.24,53.86,3,64.66,12.68,90.4,2
240,518293.9497,1467.33,2,4,153.22,46.37,7,37.99,19.18,99.9,5
4064,279229.2929,836.14,1,4,60.02,21.46,9,54.85,20.34,99.9,5
3175,324141.5167,1754.53,1,4,273.92,19.18,8,33.38,20.8,94.7,7
276,322889.1985,1241.4,3,3,663.77,49.7,7,64.95,22.4,99.9,5
1898,110465.3245,550.0,1,5,757.75,24.83,8,74.56,12.18,96.38,5
2793,124464.1959,755.67,1,2,591.11,77.3,6,90.9,39.26,90.72,3
6183,385058.7875,1712.72,4,4,320.68,27.9,10,25.03,9.97,93.36,8
4296,256978.3221,680.49,1,3,500.52,35.27,5,0.32,5.76,93.16,3
1582,119060.3116,910.01,1,2,445.46,60.32,8,23.06,46.47,96.48,4
6036,200222.2152,867.61,1,3,154.71,14.86,6,70.8,16.75,90.87,4
2814,189418.2463,810.55,1,3,480.0,64.28,5,19.0,3.55,89.87,3
5840,595244.0904,1300.54,4,4,707.39,7.31,9,19.82,11.44,90.28,6
3181,402828.9072,1134.91,2,4,395.58,66.85,6,136.14,9.65,97.29,5
473,446114.0807,890.0,2,5,235.71,64.25,10,26.18,6.05,92.34,6
2196,123038.9836,569.55,2,3,705.66,31.13,4,83.09,29.8,95.16,2
4551,304756.3378,1085.09,1,3,232.62,36.79,5,14.58,7.84,92.66,1
875,342115.0793,1466.77,3,3,862.44,56.45,9,12.44,19.77,89.13,6
2782,260356.7383,1139.91,1,2,256.02,20.86,7,106.9,29.96,93.6,5
1387,254020.7906,550.0,2,4,948.0,16.52,10,59.07,26.55,99.9,6
453,573920.1164,1920.34,1,3,972.2,35.77,10,21.24,15.79,98.4,7
4848,484760.7987,1297.6,3,4,634.47,29.19,10,29.92,19.28,95.51,7
5142,499542.613,1703.66,2,4,453.99,33.86,10,41.23,12.36,99.34,8
1890,131803.1407,550.0,3,2,342.48,18.64,5,1.67,37.88,93.87,4
4095,106660.6252,657.43,2,2,886.83,65.15,5,9.26,23.52,98.04,5
6134,290805.3052,1667.96,3,4,344.67,6.06,10,21.56,0.79,94.47,8
2002,169074.9645,984.42,3,2,840.14,32.25,8,24.77,2.63,95.54,5
431,196765.808,996.16,2,2,368.3,35.72,5,27.83,12.22,87.55,3
5459,176426.4574,709.62,2,4,100.66,27.96,6,7.95,7.71,95.36,3
3863,484487.3022,1888.4,3,4,506.26,36.52,10,92.12,9.51,89.69,8
6098,190796.713,550.0,1,3,382.66,32.19,4,5.84,3.46,99.9,4
4287,413664.9046,1376.55,2,3,338.93,56.19,5,42.76,15.96,87.29,6
1425,214365.1076,550.0,1,2,380.43,10.91,4,73.1,38.07,94.03,1
5549,208211.2095,550.0,2,3,265.21,5.78,6,37.09,14.77,95.82,6
586,373445.2218,1182.99,2,2,548.96,43.67,6,26.76,4.49,96.36,2
3573,219950.3383,1270.45,2,2,622.96,46.96,7,84.87,29.86,94.6,7
4223,112111.933,550.0,2,3,329.86,66.59,5,70.71,24.27,91.93,3
933,400168.3896,1027.16,2,4,1154.71,49.78,6,1.11,28.55,92.96,5
104,515034.703,1294.28,3,4,781.13,25.49,5,13.26,1.9,89.12,5
713,161625.0268,1235.84,2,2,772.48,1.79,6,93.07,4.31,85.55,3
5258,467899.4965,1218.66,2,3,471.09,11.66,7,33.56,5.66,89.23,7
4450,127225.9931,601.72,1,4,651.21,47.53,8,133.43,9.04,89.64,7
587,304780.9044,676.94,3,4,504.16,6.87,8,24.54,15.51,99.2,4
1989,195413.4724,807.19,2,2,81.26,24.9,5,32.7,3.35,99.9,3
3038,386734.8426,1302.08,3,3,520.44,32.03,8,19.48,18.01,89.41,8
3855,212369.7208,1228.22,1,2,460.19,46.21,7,35.3,8.46,87.78,6
4563,404050.905,1320.61,2,4,483.65,34.88,10,111.94,35.85,99.51,7
40,338942.4888,1544.53,1,4,677.97,2.88,10,17.8,13.3,99.9,6
6495,138983.7605,690.56,1,1,521.09,57.03,6,9.12,33.15,88.82,5
5655,166306.0265,1200.2,2,2,486.72,1.67,6,66.8,0.78,91.67,3
5733,272679.2009,1672.39,1,2,92.0,20.61,6,15.96,3.83,89.6,5
6444,208876.8089,1076.4,2,3,384.06,53.42,8,2.28,16.98,91.07,4
3859,217034.6345,757.1,1,1,427.77,48.71,4,86.65,21.27,91.54,4
856,151626.2655,1002.61,2,2,245.08,15.47,6,45.71,22.91,98.44,4
6187,255615.0412,1319.79,3,4,435.17,53.16,7,62.69,7.32,97.15,7
6493,156171.1634,550.0,2,3,922.59,23.84,8,106.79,16.78,96.65,6
6264,553902.1136,1915.74,2,5,221.86,28.1,10,82.92,14.15,93.86,6
1126,550819.4833,976.42,5,4,22.64,45.98,6,37.52,6.72,91.57,6
5789,493844.755,1163.6,3,4,414.13,60.33,7,71.25,9.58,92.18,5
1977,322956.9633,1176.95,2,4,139.33,34.12,7,56.68,2.56,96.15,6
3245,306086.6897,637.7,2,3,456.05,16.67,5,1.98,26.33,89.76,4
1122,706219.0713,1604.98,4,4,1003.18,56.09,6,4.37,12.33,91.02,3
2164,176690.5179,550.0,1,4,326.79,44.7,8,40.8,27.43,94.21,3
6514,146057.4532,550.0,1,3,394.66,0.76,5,78.51,15.41,92.5,4
4607,240893.2553,845.65,3,3,534.13,12.44,8,77.76,19.15,88.94,7
3295,692732.5812,1615.39,3,4,457.9,49.62,5,33.53,12.25,90.09,4
3562,374053.7945,1098.27,3,2,1168.45,2.53,6,71.17,2.44,92.33,6
2683,255525.2587,1074.67,2,3,779.04,20.57,8,49.21,0.23,90.12,4
369,369969.2973,877.95,3,2,1109.06,17.89,6,9.58,17.3,95.34,5
5053,266839.6782,1179.48,3,3,452.14,14.4,7,39.99,10.63,96.69,6
6275,139547.3221,583.83,2,2,362.21,43.23,5,118.03,20.59,96.37,2
4871,353696.1047,1092.67,2,4,963.26,21.94,10,61.41,15.54,88.35,9
5376,353258.6088,1053.98,4,4,196.0,8.77,10,12.67,7.64,96.92,8
6299,287057.4606,1088.51,1,2,543.77,45.8,6,23.34,9.8,89.62,5
4981,624004.5467,1333.3,3,3,564.93,40.56,10,23.59,8.38,90.76,8
5187,664778.3726,1333.31,3,5,378.03,54.59,6,40.84,5.6,87.99,6
2276,344345.3157,550.0,4,4,584.5,38.03,6,35.22,25.15,99.3,7
4865,216433.4357,782.82,1,4,741.57,18.11,7,74.09,18.7,92.02,6
3015,282926.7594,1524.87,1,3,490.03,52.56,6,79.78,9.63,95.24,6
4826,353743.8786,550.0,3,4,473.01,15.86,7,9.74,5.39,93.84,3
1355,478875.1957,1122.0,2,4,1008.94,25.61,10,22.5,38.67,94.9,5
3317,198055.0008,782.19,1,3,488.57,77.61,6,68.26,9.85,88.85,5
5838,390936.305,1563.58,2,3,724.0,24.61,8,60.85,16.08,93.64,6
3076,191821.5281,790.34,1,1,196.86,7.03,8,42.96,0.54,94.26,5
877,149161.886,925.54,2,2,300.08,36.94,5,0.75,27.03,92.27,4
5782,94945.29121,550.0,1,3,934.49,18.12,4,38.92,34.32,90.02,1
5001,302120.3404,1087.43,3,4,356.66,40.43,8,24.22,23.74,96.28,5
6975,122796.4118,550.0,1,3,333.2,32.45,4,78.08,18.12,92.15,1
210,191119.5959,1550.84,1,3,480.93,41.67,5,71.79,15.21,92.67,6
3067,272607.5873,1226.32,1,5,837.38,64.08,8,15.01,17.53,87.97,4
1099,136396.0182,992.02,1,3,703.47,23.18,5,50.96,18.7,96.88,6
6289,119850.694,695.79,1,2,617.46,61.68,6,119.71,29.83,86.36,5
813,368673.76,617.3,3,3,79.43,33.38,7,34.87,11.76,96.39,4
411,722574.6253,1216.33,4,4,298.63,11.06,10,10.06,13.57,99.9,7
6519,370626.9651,1723.29,3,2,439.27,24.06,8,7.13,5.27,98.29,9
3272,245033.0932,693.51,1,3,122.93,35.38,5,112.63,11.79,88.96,2
2246,242474.8316,1054.14,2,2,308.78,44.33,8,46.52,22.4,98.67,5
3313,342150.0252,1666.6,3,3,601.89,19.93,7,84.8,10.68,93.24,5
1087,158839.4141,550.0,2,2,623.76,29.13,3,29.17,7.75,85.2,4
4256,208085.2943,1434.69,1,3,566.34,54.15,6,13.7,19.45,87.99,4
3495,504313.189,1597.54,3,3,690.35,37.72,10,19.33,12.2,88.55,7
1751,159395.7219,600.38,1,3,104.02,28.65,7,12.59,1.19,93.12,3
166,165109.7744,550.0,1,2,424.8,35.81,6,53.91,10.86,90.25,5
6461,104023.8176,715.82,1,3,320.74,1.88,7,90.69,7.36,99.34,4
1793,184681.2764,666.73,2,2,658.54,30.58,4,28.32,21.11,92.79,4
3534,203731.6781,550.0,2,2,306.83,4.42,6,81.51,25.18,98.5,4
3551,469350.6521,1539.71,5,4,582.13,50.09,8,1.2,28.41,99.9,8
5511,161135.2004,550.0,2,3,510.17,42.66,5,20.18,23.83,88.36,5
6244,530298.4977,1743.78,3,4,730.81,4.6,9,46.58,8.2,93.27,7
1560,230955.7823,550.0,2,4,716.21,11.33,8,50.98,26.3,88.24,5
4052,191567.1324,550.0,1,4,200.61,22.44,3,105.69,5.32,86.92,2
3631,151346.0076,550.0,1,2,389.08,18.27,5,42.52,22.34,99.9,4
6124,461259.7733,1221.31,4,3,76.34,17.23,9,32.5,3.91,97.78,8
5060,439655.1702,1361.81,3,3,583.9,47.28,8,136.94,17.22,98.1,6
2311,270654.4502,1791.91,2,3,552.15,44.82,9,72.22,18.3,98.96,7
2345,176432.5786,550.0,1,4,445.88,56.46,6,48.98,40.3,95.47,4
4399,299742.1106,1363.32,2,3,935.92,23.48,8,8.41,9.45,99.9,6
273,299416.7236,807.07,3,2,445.1,0.3,5,59.04,30.26,86.31,2
3800,637118.2194,1334.67,5,3,270.81,25.39,10,18.14,15.24,99.75,8
3431,523767.7046,1489.93,3,4,862.07,24.76,9,17.03,4.43,99.9,8
1967,451307.7722,1910.04,2,3,498.54,8.05,8,70.08,8.91,87.76,6
551,244027.2836,611.52,1,3,217.89,52.44,7,56.5,2.83,94.05,4
2659,157786.9365,689.33,3,2,710.52,32.73,5,67.73,24.27,92.5,6
1848,365094.6323,550.0,3,2,938.59,32.45,8,14.3,15.94,98.03,6
4898,378016.2366,1761.01,2,2,453.55,37.47,7,19.79,31.34,96.28,6
2113,511642.3973,1840.83,2,4,409.58,20.31,10,87.57,3.47,93.1,6
4339,262885.2504,926.39,2,2,285.3,28.9,8,32.13,22.3,92.51,4
310,273342.7544,1455.53,1,3,629.97,26.49,10,63.87,16.17,95.74,2
1909,316067.8247,550.0,2,4,278.61,64.42,6,8.98,21.31,91.79,5
1376,326809.4335,888.61,2,4,190.48,8.0,7,74.05,23.33,93.08,7
5597,366993.5218,916.98,3,3,304.61,41.97,8,10.82,18.31,96.88,8
5645,452624.6154,1212.22,1,4,479.64,12.2,7,48.11,17.37,89.19,6
4740,344078.7362,858.81,3,3,567.14,29.75,6,25.04,28.27,93.51,6
4749,110050.8784,550.0,2,4,572.73,38.91,6,79.91,29.17,99.9,2
4393,146453.1937,550.0,1,2,508.93,56.96,6,54.31,13.85,99.9,4
1273,285727.0871,795.54,2,4,446.84,27.53,10,48.88,0.76,88.26,6
2687,497794.5131,1411.82,1,3,805.63,53.04,9,19.78,7.49,89.49,3
3915,298156.0984,1492.49,4,3,178.38,9.8,9,64.26,16.16,92.6,10
3781,497905.6963,969.5,4,3,1020.08,6.17,9,24.19,11.43,97.67,7
3518,151985.0457,1296.88,3,1,1051.09,18.2,7,19.99,16.93,99.9,6
731,195341.3991,1450.43,1,2,892.14,25.04,7,2.39,9.53,96.16,5
6332,572012.3294,1506.26,2,4,591.29,7.11,10,39.02,11.18,93.47,7
3559,348780.2029,1465.72,1,3,310.21,18.56,7,9.88,15.79,99.13,9
2178,112603.21,699.19,1,2,301.7,16.4,5,111.09,37.0,84.72,2
561,290743.0373,635.71,1,5,212.83,44.46,9,109.18,36.72,90.99,7
1506,169487.1027,993.91,1,3,489.9,7.91,3,1.62,29.1,92.23,2
5324,250712.5108,608.27,1,4,316.64,6.57,7,40.38,29.22,89.88,4
193,379709.2558,1778.46,1,5,657.76,63.4,9,53.84,3.29,91.84,6
5190,218772.4229,1362.68,2,3,820.32,17.28,6,0.45,18.37,99.9,4
3541,423341.9493,627.24,4,3,1104.18,12.29,6,52.29,25.13,99.9,5
3312,177463.4998,577.32,1,3,300.27,29.07,6,48.38,35.42,94.63,2
6452,334043.8965,1162.05,2,4,331.68,10.46,7,64.36,14.26,95.52,6
5551,243095.2922,819.87,3,3,516.74,19.64,6,83.44,32.16,88.35,3
4158,265184.1466,1384.6,2,2,246.71,51.13,3,68.81,3.72,88.67,3
2829,144184.616,1046.72,1,1,365.58,7.37,7,14.15,14.2,97.97,4
1091,263012.9653,1167.24,1,3,39.92,50.25,4,25.14,31.29,90.96,2
217,158374.7565,600.01,1,1,922.82,23.37,8,39.03,4.57,91.45,2
2412,442287.2356,1183.17,1,4,508.0,36.09,10,77.92,6.84,97.6,6
5981,142740.4811,550.0,1,4,722.38,25.56,5,38.55,16.46,96.41,4
5668,138761.6006,550.0,1,3,167.25,34.45,4,60.67,41.96,88.6,2
5855,227861.6369,1196.5,2,2,458.34,76.47,4,33.85,1.9,87.57,6
513,162023.5571,550.0,1,2,436.97,26.02,6,88.33,12.8,98.78,5
1095,417551.268,771.68,2,5,436.59,37.46,7,14.21,11.78,96.59,6
4251,270841.8469,550.0,2,2,193.2,49.17,4,59.9,8.55,97.0,4
4434,190679.4116,1572.67,3,1,176.02,3.27,6,123.41,35.23,95.63,5
4254,268997.6092,769.22,2,3,253.26,16.83,4,75.27,18.98,86.2,3
4776,218414.7041,1303.03,1,2,758.94,23.55,9,66.82,5.21,91.44,3
5783,645969.9208,1376.84,3,4,527.95,50.51,5,49.04,14.63,96.06,6
6129,153059.2789,644.33,2,3,155.4,9.84,8,61.88,8.5,94.97,4
4899,151889.2561,1185.79,2,2,299.17,7.32,7,37.32,14.17,99.9,3
5496,291636.1534,550.0,1,2,566.09,74.91,4,22.48,8.67,97.82,1
5109,146353.5765,560.16,1,4,414.34,13.85,3,20.8,24.21,94.9,4
906,319372.9775,1443.32,1,4,427.78,20.09,8,1.03,17.88,92.0,5
93,280736.3999,897.88,3,5,292.13,10.98,10,39.69,13.39,94.46,5
2236,192476.3192,1027.64,1,3,456.62,56.63,5,56.55,1.19,95.56,4
4312,108336.1425,860.71,1,1,546.49,45.9,5,14.68,41.04,92.08,3
6054,327626.1061,771.18,1,3,95.67,57.62,5,42.5,18.61,91.95,5
547,281180.6138,1099.56,2,3,432.09,31.18,8,77.51,16.49,92.35,4
5168,138517.8481,550.0,2,3,867.99,45.08,7,79.37,14.72,92.22,5
3066,124209.0541,985.39,1,2,633.55,0.16,6,41.71,13.21,99.71,4
3936,189464.8595,806.32,2,3,213.07,15.42,8,23.42,29.33,99.9,4
6533,426977.423,1174.4,4,4,1033.01,30.65,10,2.22,8.94,99.9,6
6775,105050.8383,660.8,1,2,221.21,33.27,6,92.32,12.74,91.38,6
2897,207302.7121,550.0,1,3,201.94,54.91,8,89.17,1.68,87.81,4
2549,150194.7528,790.88,3,2,751.02,18.97,10,34.99,28.69,99.9,6
6163,221072.3475,1334.19,2,1,630.78,17.99,6,61.16,26.33,93.8,6
6736,202583.5174,1030.28,1,4,530.0,1.22,8,35.43,6.55,96.0,4
4242,434302.9891,860.5,5,3,358.51,43.81,6,24.19,16.15,81.04,7
3651,281753.5547,1457.4,2,4,632.63,6.85,7,45.37,26.11,98.26,5
1880,276857.2141,1302.95,2,3,3.34,4.61,8,85.73,10.46,90.36,7
5630,351857.5163,1721.9,2,4,219.41,15.82,9,69.83,5.92,84.7,8
5879,168127.408,550.0,4,2,559.69,19.08,6,66.33,11.86,92.68,4
925,527018.0762,1071.04,4,3,123.81,2.01,9,61.15,10.4,97.61,7
4521,236852.6988,1611.13,2,3,289.96,33.11,4,40.11,14.03,86.54,4
2232,287015.2723,1674.51,2,2,394.53,49.99,6,11.87,3.28,94.83,6
5197,369157.1951,1423.6,3,3,269.11,35.1,10,52.0,15.42,96.44,8
3587,269865.6223,1220.89,2,4,285.83,33.93,5,9.94,13.59,93.85,3
3808,591379.3687,1434.95,5,3,1010.57,44.04,8,7.42,6.53,90.69,7
862,201575.1283,884.33,1,3,119.82,3.99,9,3.26,10.05,96.91,5
522,264706.2813,949.31,1,2,221.81,27.26,5,16.8,22.9,92.95,4
5921,367969.6697,1263.37,3,4,1079.94,17.32,8,24.21,1.51,96.66,6
2203,254143.551,1040.24,3,3,518.55,37.57,6,59.55,18.79,89.08,3
1682,214647.8654,945.11,3,2,415.9,19.51,7,15.62,9.86,95.08,4
687,126326.4729,550.0,1,3,249.68,39.55,10,7.73,24.14,99.9,6
396,305843.0619,740.4,2,4,553.4,12.65,10,59.87,15.54,99.9,5
1531,172043.805,859.61,1,4,541.62,16.86,9,25.64,8.63,92.2,5
6567,173956.117,1117.45,1,3,85.43,0.62,6,24.14,20.2,91.99,4
1083,532685.0983,1191.34,3,4,254.22,1.45,7,135.0,18.54,99.9,4
5889,259413.2253,1172.05,4,3,631.0,36.56,7,8.81,14.97,87.69,6
4552,189832.326,1357.24,3,2,487.59,40.03,7,112.57,12.65,90.64,2
5894,286157.5785,1072.14,4,2,410.06,54.33,10,6.48,11.51,99.9,6
4567,389877.9007,1247.08,3,5,570.02,22.63,9,31.55,9.34,95.26,5
4579,271793.6411,1377.31,3,3,505.29,3.31,7,36.77,3.27,96.75,6
571,502926.1317,1236.81,2,3,345.24,21.12,6,22.59,4.15,98.54,5
5541,284318.2353,1659.19,2,3,719.3,13.26,9,11.22,32.25,96.59,7
5633,161330.406,550.0,1,3,108.1,72.88,5,105.65,10.26,85.66,2
3119,565338.9769,1207.93,1,4,449.39,3.65,8,54.12,16.04,94.95,4
3327,277702.0739,2121.6,2,3,416.2,62.78,7,47.98,22.78,90.52,6
1356,552338.3594,1226.31,3,4,214.73,5.54,8,59.93,7.63,96.42,5
3941,167051.6335,693.49,1,3,558.93,52.08,4,21.29,22.61,92.49,4
1551,189542.5624,846.02,2,3,272.41,35.7,4,21.25,21.79,93.5,5
1943,185708.2598,550.67,3,3,425.01,58.64,7,72.41,34.49,94.55,4
4822,155727.5636,550.0,2,2,554.0,4.07,6,3.69,3.12,92.4,7
4282,218446.7975,838.91,2,1,365.87,38.95,5,55.46,1.36,97.37,5
2996,257575.6003,823.51,3,3,860.47,25.85,6,55.39,49.65,99.9,5
1633,244754.6816,550.0,3,4,875.37,8.56,8,45.64,27.66,84.63,6
3297,336680.312,1319.82,3,3,492.75,21.5,10,37.36,18.76,99.9,8
2494,102478.8996,550.0,3,2,885.44,20.75,8,9.04,26.83,93.05,7
3797,475695.0762,743.68,2,4,316.28,11.74,8,33.61,31.15,94.9,6
4935,137651.9782,835.59,1,1,364.12,13.86,7,30.44,32.87,95.52,5
4527,198274.6968,550.0,2,3,851.92,54.42,8,2.22,19.67,94.39,3
283,239145.3146,759.92,1,4,237.53,19.42,7,72.37,20.92,99.9,5
5322,333078.545,1525.94,5,4,1018.13,28.06,10,5.64,2.76,99.09,9
4948,122559.9246,986.24,1,2,267.45,25.64,7,20.48,46.58,88.86,3
6114,105964.3135,550.0,1,2,682.67,36.16,6,21.88,9.17,92.33,4
354,337437.9892,550.0,1,5,785.92,24.7,8,106.56,17.31,95.04,4
1452,391586.6612,1010.84,2,4,643.57,30.64,8,73.02,7.96,88.69,7
346,373244.7733,1640.53,2,3,762.09,38.79,9,30.19,8.29,96.06,8
61,113545.7587,550.0,1,3,272.87,10.16,5,138.66,40.12,91.94,3
1211,434637.2054,1475.81,3,4,311.06,33.3,5,22.73,7.95,95.95,5
5407,295280.7222,905.51,2,3,161.12,18.08,7,32.65,32.18,98.5,4
2822,94893.72949,550.0,2,2,375.04,3.77,4,93.77,38.86,99.9,1
2542,208805.3098,1496.1,1,2,759.92,4.99,6,104.36,11.38,99.0,6
6676,450943.7717,874.68,3,5,305.14,29.53,9,74.06,42.13,85.12,4
4016,372012.1632,550.0,3,4,418.32,45.07,5,29.34,32.21,91.47,5
6412,147636.2983,824.72,2,2,202.39,50.74,9,94.81,29.98,83.95,4
5938,449273.8818,1318.75,1,5,429.97,27.45,10,21.49,9.87,93.81,3
4171,621710.0892,1583.22,3,5,600.23,14.12,10,19.29,0.89,99.9,5
2013,320987.044,944.88,2,3,766.44,34.71,7,48.98,6.17,97.97,4
2965,294473.2071,1701.13,1,4,802.55,46.04,7,19.85,20.53,99.9,7
6795,335501.692,689.3,3,4,78.49,8.98,8,52.72,5.47,97.99,6
6160,227140.276,1504.02,2,2,1090.01,6.79,7,31.82,22.5,96.77,4
1611,233490.1751,634.09,3,3,939.24,14.49,7,61.1,14.91,94.69,5
4969,724198.9065,1526.27,4,5,670.2,43.73,9,37.84,21.98,95.42,6
2349,411081.4324,804.0,3,2,85.31,2.7,6,4.94,3.68,96.17,6
6716,571602.0232,2111.58,1,4,676.72,10.31,9,30.62,15.1,89.52,6
2790,312188.8318,550.0,3,3,27.0,2.59,6,11.67,2.95,99.9,6
6916,322309.0622,550.0,3,4,899.08,55.0,7,1.32,7.44,99.9,8
3600,350600.5119,753.82,1,4,432.32,45.17,6,27.5,12.77,97.5,6
3720,327067.025,550.0,2,4,310.51,30.53,7,22.45,29.34,96.59,4
5024,610644.4847,1404.65,4,4,826.77,49.69,7,28.46,8.03,94.75,6
541,289804.9546,913.84,1,4,919.24,6.08,8,94.23,20.77,96.85,1
4235,310057.0766,1188.75,2,4,463.68,29.64,4,121.67,30.45,93.7,4
6413,379212.9742,781.76,1,5,459.17,23.35,9,17.66,25.06,96.53,7
4585,225548.965,905.01,2,3,937.71,42.12,5,81.71,3.38,99.75,5
2154,100919.2111,550.0,1,2,434.71,24.33,5,1.06,6.74,93.67,2
5823,402125.0531,1022.97,1,3,99.39,43.53,8,48.29,29.88,95.78,6
168,279091.9309,1530.02,1,4,175.19,45.09,9,101.8,27.47,92.41,5
4907,399822.7895,731.37,3,5,356.93,32.57,6,30.85,20.15,88.54,4
3164,247180.2754,650.07,2,3,2.2,57.1,6,70.17,32.18,93.66,4
2391,246079.8052,1231.75,3,1,471.26,32.8,3,105.9,19.48,84.57,7
6177,118735.8676,637.96,2,1,9.81,19.21,5,47.05,0.67,95.13,4
5193,218450.2049,1855.66,2,2,627.71,57.65,8,61.98,21.63,98.65,4
548,390743.2922,901.73,1,4,110.39,33.46,6,88.29,2.77,91.8,5
5717,374124.2146,1433.01,1,3,646.99,31.51,7,64.14,9.14,95.29,7
6108,535479.8648,1406.52,3,3,283.62,60.14,9,78.16,11.36,92.03,9
1681,417791.9417,748.24,1,5,512.22,28.84,7,66.33,3.48,93.76,4
5547,126155.5558,592.62,1,3,584.6,30.37,4,70.66,8.48,99.9,4
6029,304336.8266,773.47,2,3,106.19,19.55,7,83.96,1.14,88.85,3
3482,557414.8766,1619.25,4,3,487.47,35.75,9,32.41,14.57,91.39,7
936,250347.5042,550.0,2,4,275.19,54.0,6,28.92,18.11,91.18,5
