,IsLuxury,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,RenovationQualityRate
569,1,1520.66,1,2,390.41,23.12,6,79.46,18.0,99.9,4
5878,1,1452.3,3,3,433.51,45.29,6,46.3,12.0,89.47,6
4401,0,822.85,2,3,522.2,10.27,8,27.43,19.42,96.58,6
1119,0,677.25,2,2,808.46,25.86,5,17.78,32.28,99.9,1
1573,1,1175.26,2,3,60.38,6.64,8,8.5,4.04,99.9,5
696,1,1740.34,2,4,831.82,19.57,6,60.25,9.19,99.9,8
673,0,1421.32,3,3,1235.6,6.16,8,23.76,9.46,91.38,5
2885,1,970.38,3,3,240.92,24.6,7,87.23,16.58,91.83,7
5390,0,672.15,1,3,570.18,50.53,7,9.54,23.8,94.41,6
5053,0,1179.48,3,3,452.14,14.4,7,39.99,10.63,96.69,6
4385,0,587.12,2,2,786.47,24.81,4,41.03,25.54,92.74,3
3289,0,970.23,2,1,151.53,24.83,3,16.5,5.09,88.94,5
4579,0,1377.31,3,3,505.29,3.31,7,36.77,3.27,96.75,6
4666,1,1346.49,2,3,458.14,23.97,10,23.66,12.38,93.63,6
1068,0,1807.95,3,3,497.24,35.32,10,91.15,23.01,99.9,7
5898,0,550.0,2,2,196.84,12.43,4,27.22,26.31,92.29,1
2464,0,1492.61,2,3,544.93,25.74,7,57.18,21.06,94.44,4
2856,1,1496.53,1,5,249.92,17.41,7,12.95,28.46,87.78,6
2783,1,1176.33,3,1,574.0,6.05,6,12.52,13.88,87.44,6
6056,0,550.0,2,2,853.26,31.21,9,30.6,29.66,99.9,4
6718,1,989.91,2,3,596.22,13.46,5,20.72,4.86,99.9,2
3615,0,964.6,2,3,473.7,41.38,6,99.94,6.86,92.08,7
3523,0,1252.72,1,2,129.72,32.21,6,45.15,5.18,93.47,5
6169,1,1088.9,2,3,773.6,35.46,5,6.31,22.58,88.79,8
4200,0,1722.27,1,3,182.64,10.11,10,64.29,19.77,96.03,5
1589,0,1019.29,3,1,213.36,46.16,6,44.75,44.77,96.64,5
2696,0,635.14,1,2,348.47,34.49,8,4.91,23.88,96.15,6
3209,1,885.92,2,3,528.28,38.86,7,35.15,25.29,90.66,6
5914,1,710.61,1,4,682.14,25.3,8,5.36,16.28,94.27,5
356,0,1401.71,1,2,497.84,69.09,6,49.18,3.12,95.93,5
5173,0,1258.89,2,3,756.43,37.47,8,10.92,2.42,99.9,5
3799,1,774.44,2,3,947.55,66.5,8,48.69,0.44,97.63,4
3181,1,1134.91,2,4,395.58,66.85,6,136.14,9.65,97.29,5
1696,1,993.33,3,4,16.87,13.15,7,18.18,3.19,93.59,4
2456,0,950.3,2,3,668.11,5.14,4,103.62,15.61,97.38,3
3812,0,1697.87,1,3,722.04,11.27,9,69.99,13.27,94.83,8
2432,1,1533.97,4,4,521.74,30.03,10,74.67,23.38,94.29,6
4596,1,1858.88,2,1,126.44,54.62,6,5.3,13.29,88.1,4
5056,0,917.22,1,2,824.55,43.24,3,9.91,20.32,95.64,4
4253,0,1030.3,2,3,248.55,28.43,5,50.32,1.85,98.05,1
1593,1,1578.44,3,2,331.71,22.33,9,13.24,14.24,98.64,5
712,1,1264.37,2,4,232.61,45.01,9,38.16,24.14,94.13,6
891,0,787.7,2,2,62.85,53.83,8,48.54,21.69,90.61,4
671,0,1231.41,1,3,247.54,69.66,5,26.01,13.0,89.13,6
4907,1,731.37,3,5,356.93,32.57,6,30.85,20.15,88.54,4
1472,1,550.0,2,4,831.02,49.5,6,76.26,17.93,92.82,7
3651,0,1457.4,2,4,632.63,6.85,7,45.37,26.11,98.26,5
5995,0,725.08,1,3,489.23,35.79,8,29.16,37.23,98.24,4
5199,0,1286.47,2,2,341.25,42.57,5,43.89,9.41,95.35,5
5508,1,550.0,1,3,826.02,37.92,5,96.83,8.08,96.82,4
1898,0,550.0,1,5,757.75,24.83,8,74.56,12.18,96.38,5
4889,0,1661.48,3,3,646.2,19.3,9,57.83,6.86,91.56,3
2310,0,662.87,1,3,193.62,61.7,7,94.33,36.19,96.87,5
5523,1,1159.38,3,4,366.84,44.69,8,36.82,6.4,99.44,6
1826,0,1572.19,1,3,278.54,37.99,7,90.82,26.71,99.9,5
5779,1,1370.88,5,4,970.89,28.58,9,30.69,2.84,90.59,4
6630,1,1825.36,4,3,743.7,21.25,7,53.53,6.74,92.37,4
2293,1,816.3,2,3,377.18,41.32,7,32.95,15.15,90.71,6
1627,1,690.37,4,2,694.65,10.43,9,36.69,6.95,97.07,9
6350,0,772.67,2,3,618.4,41.31,7,56.2,4.63,92.9,5
3767,1,1735.68,2,2,463.03,39.44,5,32.12,6.71,89.14,5
4917,1,766.24,4,5,80.41,59.51,8,66.22,20.85,90.71,7
4111,1,550.0,2,2,543.23,18.71,4,96.14,19.52,92.18,1
6514,0,550.0,1,3,394.66,0.76,5,78.51,15.41,92.5,4
6845,0,1205.53,1,3,351.27,66.61,9,31.8,8.05,97.61,5
2469,0,632.84,1,4,676.1,35.64,8,19.53,20.04,92.7,4
3623,1,1214.95,2,2,140.66,32.71,6,114.49,20.69,88.7,3
135,1,550.0,3,1,290.28,17.7,5,5.79,16.49,89.02,4
1190,0,749.05,2,1,549.21,32.97,4,37.82,39.85,90.36,5
2211,0,550.0,2,3,140.94,24.9,8,31.11,24.4,95.55,5
5045,0,875.26,2,2,557.67,16.5,7,65.41,4.36,96.5,3
997,0,1074.68,1,2,100.3,38.25,5,19.45,14.82,85.62,5
5080,1,715.39,3,5,808.25,28.35,7,26.83,32.18,93.37,10
5510,1,858.35,1,4,116.84,47.3,7,15.32,20.47,83.79,4
298,0,630.11,2,3,470.22,0.39,8,27.9,2.76,92.16,5
1127,0,550.0,1,4,272.49,13.99,5,133.32,43.51,96.64,2
1518,0,995.09,1,3,106.72,0.57,8,53.69,10.07,93.47,7
4520,1,1198.87,2,3,386.34,18.69,7,94.37,17.13,95.84,6
5361,1,1307.56,2,4,539.92,53.27,9,3.67,0.44,99.9,6
1899,1,550.0,1,4,1036.89,50.91,7,39.87,14.83,86.54,6
5691,0,890.61,2,4,259.78,33.65,10,29.02,4.19,95.7,8
6449,1,1813.67,2,3,575.13,10.48,6,12.44,9.59,80.5,7
1330,0,1164.17,3,1,353.24,51.56,6,52.9,12.84,89.68,3
4159,0,810.68,1,2,620.52,7.27,4,11.71,20.82,86.66,1
2963,1,1545.13,4,4,163.93,55.25,9,24.35,25.07,98.78,10
2472,0,1055.65,2,1,592.62,10.01,7,33.73,28.99,96.72,3
1111,0,550.0,2,3,466.2,56.43,6,2.75,28.01,94.81,3
637,0,816.16,2,2,576.84,1.27,6,61.14,24.52,92.5,4
3134,1,1558.28,2,4,1044.53,8.58,10,27.23,4.62,87.25,7
3496,0,1205.99,1,1,507.84,9.83,7,29.47,6.05,92.38,4
6758,1,1571.7,5,4,424.93,42.11,6,31.72,3.17,99.9,7
6468,0,1289.57,2,1,575.73,50.43,3,85.11,22.33,96.03,6
6445,0,926.04,1,1,750.91,22.59,7,32.98,38.54,97.41,3
1145,1,890.03,3,3,620.5,50.83,10,82.1,33.8,94.72,6
4923,0,550.0,2,1,205.89,22.5,5,51.13,18.35,92.24,1
4430,1,1696.32,1,5,528.83,35.16,10,21.82,21.29,97.16,9
2699,1,1410.81,2,2,373.51,7.18,8,63.51,0.19,94.5,6
4405,1,1229.94,2,2,355.61,27.38,10,72.59,22.76,99.9,8
778,1,1392.98,3,5,540.6,45.52,10,137.73,6.56,94.08,9
986,0,863.07,2,2,589.11,27.63,5,13.01,40.23,99.87,3
1332,1,1539.94,3,3,252.26,38.41,7,31.34,39.67,95.55,7
125,0,1032.08,1,2,530.8,21.44,5,4.13,14.57,94.57,1
5043,0,550.0,2,3,838.18,24.59,6,37.01,35.16,93.77,4
682,1,1371.48,4,4,141.89,40.93,9,6.91,11.87,90.21,6
3274,1,651.47,2,4,514.8,71.64,9,4.57,5.9,97.11,4
4080,1,1252.11,4,3,778.61,16.8,8,20.76,37.13,95.04,6
2371,1,1372.23,2,3,512.42,33.14,8,3.61,28.02,93.35,9
6466,0,579.98,1,3,540.09,18.15,4,6.39,14.08,94.43,2
244,1,1529.95,4,3,182.81,41.32,6,21.28,16.32,92.75,9
467,1,1124.19,2,3,439.41,14.72,9,54.96,23.52,97.86,6
2689,0,1233.61,1,3,871.0,28.97,7,60.94,40.73,94.55,3
188,0,588.65,4,3,577.26,24.47,7,53.95,12.29,87.31,5
5298,1,607.23,3,4,468.05,52.82,7,21.4,5.78,93.91,3
3075,1,1405.06,2,2,558.62,56.05,5,103.47,33.41,91.94,6
1152,1,550.0,1,1,542.42,20.15,3,64.23,10.99,99.46,1
6810,0,934.05,2,2,243.86,11.23,10,4.54,12.1,96.37,3
1415,1,818.85,1,3,123.91,32.19,9,12.11,14.68,95.16,8
2679,1,696.62,1,3,675.25,40.39,5,3.5,17.66,97.48,4
2941,0,1161.75,1,4,927.64,16.95,10,101.8,8.48,89.06,5
6803,0,749.09,3,3,1150.48,27.69,10,20.16,2.83,98.23,6
2901,1,1044.36,1,4,604.53,44.41,7,37.46,9.71,91.29,4
5930,1,1150.38,2,3,325.06,12.04,9,90.38,14.51,89.11,5
6166,0,1494.7,1,3,961.7,48.69,7,14.67,7.97,98.38,7
584,1,1199.68,1,3,409.66,22.86,6,19.19,29.88,94.42,6
3488,0,758.47,1,3,245.91,0.37,8,41.65,13.94,87.99,2
4832,1,1242.35,3,3,496.93,60.9,8,38.75,2.64,86.42,4
4464,1,1415.76,2,4,880.55,7.43,9,117.42,15.96,96.15,5
4949,0,721.96,4,2,745.87,46.48,6,67.08,3.96,92.85,5
2214,0,981.93,1,2,606.82,44.51,7,59.57,30.89,98.1,4
6969,0,629.66,1,1,157.02,14.66,5,25.49,27.6,93.1,2
4578,0,1027.78,3,4,633.18,50.39,7,13.77,25.42,88.62,8
1725,0,2093.21,1,2,214.02,64.46,8,2.41,25.64,92.01,4
2322,0,1063.59,2,2,881.56,49.17,5,62.61,16.56,88.84,6
4534,1,1382.61,2,4,174.11,54.63,6,38.99,0.36,98.84,9
6560,1,1498.97,2,3,654.91,33.71,8,41.69,38.04,99.9,4
5018,1,550.0,3,2,867.97,9.4,8,49.19,23.82,90.08,5
4285,0,1139.69,2,3,503.87,49.83,8,81.33,20.79,87.84,3
3459,0,933.56,2,2,825.34,27.18,3,114.33,34.12,93.2,1
2417,1,1292.19,2,4,188.66,11.02,6,0.28,16.09,90.6,7
87,1,939.61,1,4,419.2,10.14,9,62.77,2.35,82.76,3
1788,0,554.01,1,4,105.83,32.7,7,105.32,8.68,91.7,4
303,0,550.0,1,3,239.34,50.25,6,22.23,34.43,91.25,1
4246,0,550.0,2,2,33.57,36.28,5,85.2,15.28,89.68,3
4849,0,1410.37,2,2,380.29,34.45,7,48.3,9.75,91.03,7
2631,1,998.35,1,2,633.07,6.78,6,57.18,32.4,89.86,6
6689,1,780.97,2,2,703.17,39.25,7,36.12,16.38,92.19,3
5703,0,550.0,2,1,556.49,43.09,4,17.22,16.29,91.88,1
4287,1,1376.55,2,3,338.93,56.19,5,42.76,15.96,87.29,6
1422,1,839.48,2,4,279.98,19.65,6,96.64,48.28,89.24,5
6581,1,2241.44,1,2,923.45,32.68,7,40.78,20.56,85.36,4
280,1,980.86,2,4,717.95,31.73,6,14.69,23.59,93.12,3
1928,0,661.34,2,3,652.11,44.51,6,10.59,3.48,89.48,4
6289,0,695.79,1,2,617.46,61.68,6,119.71,29.83,86.36,5
3045,1,779.4,1,5,416.12,40.4,6,81.69,21.52,86.53,3
3024,0,550.0,2,3,335.59,52.64,4,4.61,4.15,88.68,3
4731,1,1632.39,1,3,302.13,56.08,5,48.25,6.6,92.76,5
676,1,882.39,3,5,694.16,23.84,10,7.0,12.56,99.22,7
5206,1,1540.63,2,4,139.27,7.57,9,47.18,11.74,94.81,7
421,0,550.0,2,2,541.91,39.57,7,67.49,17.34,96.69,4
5679,1,1501.57,2,3,676.33,14.76,8,0.01,11.83,90.66,9
1914,0,701.27,1,3,118.84,40.07,7,112.47,29.39,96.42,8
1308,0,550.0,1,3,552.97,34.33,4,108.02,20.75,89.01,1
548,0,901.73,1,4,110.39,33.46,6,88.29,2.77,91.8,5
3859,0,757.1,1,1,427.77,48.71,4,86.65,21.27,91.54,4
6583,0,700.49,1,1,596.34,40.61,2,53.29,1.6,94.11,2
1980,1,1055.34,2,3,671.96,24.08,6,79.67,25.55,95.6,3
980,0,550.0,2,3,609.16,16.42,6,98.03,21.73,99.9,5
5937,1,550.0,2,2,63.74,20.59,3,3.03,38.51,83.24,1
2238,1,1250.06,2,2,536.38,17.66,5,99.15,18.13,89.97,4
3191,0,940.02,2,2,595.3,17.77,5,16.67,9.26,99.9,2
5385,1,1963.55,3,3,733.72,48.31,8,11.72,6.11,91.67,6
4129,0,775.12,2,2,456.11,39.3,4,16.86,0.89,91.51,4
6243,0,987.69,3,2,317.43,8.22,5,117.41,18.55,90.96,4
3435,1,1898.58,2,2,666.38,63.09,9,3.51,17.52,93.81,5
4909,0,550.0,1,3,1125.5,16.1,7,61.05,29.19,92.54,5
2328,1,1770.71,3,3,433.66,20.92,9,7.51,14.28,92.5,5
6225,0,1032.2,1,4,582.38,1.39,7,26.32,25.94,87.22,5
2369,0,1078.54,2,4,674.21,35.41,10,17.15,3.12,96.55,6
6224,1,667.46,3,3,631.97,28.73,10,78.37,39.9,94.27,3
1317,1,1459.79,4,2,804.58,7.1,5,49.96,13.46,99.9,4
4784,1,1445.21,3,4,107.18,58.13,10,2.75,16.01,86.09,6
4343,1,1823.78,3,3,536.54,26.43,6,65.8,18.41,92.69,5
3076,0,790.34,1,1,196.86,7.03,8,42.96,0.54,94.26,5
4922,0,1488.04,3,1,707.73,22.05,7,111.86,15.9,97.59,4
3068,1,1218.44,2,3,600.08,19.22,7,52.46,36.65,96.75,7
18,1,660.82,4,5,347.39,5.77,7,2.58,23.43,99.9,6
5339,1,1439.93,1,4,1028.95,16.1,10,69.09,15.88,87.17,6
5169,1,1124.58,2,3,97.71,41.92,6,14.04,17.58,90.11,5
2559,1,1835.22,1,4,110.04,9.53,10,9.0,10.15,91.18,8
2196,0,569.55,2,3,705.66,31.13,4,83.09,29.8,95.16,2
884,0,1228.38,3,3,507.16,27.96,5,44.5,1.51,97.53,4
2174,0,777.85,2,3,431.85,37.36,6,41.82,36.63,92.55,6
4026,1,1093.65,3,3,428.73,50.52,8,14.1,11.85,90.65,9
5016,1,912.66,3,4,888.72,13.39,8,50.58,18.85,97.31,7
6421,1,789.19,4,4,718.26,37.2,8,56.55,19.7,94.27,7
6272,1,1638.78,1,3,893.49,36.03,10,66.96,27.04,97.81,4
4278,0,1092.84,3,3,972.76,25.6,6,42.65,28.11,90.72,4
1499,0,1034.82,2,4,782.79,21.05,9,17.64,42.63,97.55,7
616,0,584.62,1,3,76.98,8.62,5,28.67,29.77,90.09,3
6233,1,1036.98,2,3,384.5,30.83,7,14.04,15.19,92.71,5
5861,1,663.24,3,2,181.82,33.49,6,19.88,2.18,92.35,5
5111,0,1693.45,2,4,114.03,46.83,6,56.88,1.49,93.25,5
3168,1,1625.08,3,5,623.39,11.46,9,7.99,22.92,91.71,6
2114,0,964.35,1,1,1090.06,35.08,7,95.65,6.39,85.3,5
5829,1,1037.88,4,5,1080.55,34.81,10,93.84,2.39,96.31,8
2993,1,661.11,3,4,400.51,44.34,8,13.16,13.2,92.13,4
1393,0,1317.8,1,3,790.22,32.45,4,39.41,17.38,99.9,5
1045,0,876.01,4,4,255.08,7.12,8,59.58,1.6,99.9,8
4723,0,757.98,1,3,76.09,17.33,4,41.07,0.54,98.61,4
1029,0,550.0,1,2,64.6,6.1,5,96.69,9.12,87.96,2
6487,1,1653.2,4,3,853.9,39.52,9,74.53,21.29,99.9,7
2003,0,550.0,1,3,729.37,30.49,4,4.8,5.86,88.01,4
3681,0,553.63,2,2,417.33,12.56,5,58.29,18.55,94.26,1
1123,0,550.0,2,2,685.98,24.34,9,68.13,7.31,97.33,4
751,1,1820.84,3,4,561.21,29.79,8,59.5,9.1,90.38,5
483,0,788.01,1,3,82.89,31.81,6,6.21,7.54,96.0,2
4888,1,1392.8,1,3,483.84,33.74,7,94.44,35.72,99.9,5
3101,1,1125.23,3,4,276.16,38.18,8,82.42,16.28,95.88,5
4125,1,1657.28,1,3,186.92,47.8,6,26.77,7.9,85.85,6
175,0,857.78,3,3,615.54,27.79,3,25.63,12.94,94.34,4
4097,0,1236.0,4,3,384.98,23.15,10,24.69,52.88,97.74,7
1480,1,1685.09,2,3,865.25,47.63,10,37.5,19.54,99.04,9
6297,1,878.26,3,2,492.01,23.87,3,46.25,8.13,88.33,3
3345,0,568.77,2,4,183.39,12.68,6,74.48,9.11,84.56,2
2401,1,1551.59,2,3,221.29,16.56,10,87.02,20.37,99.46,7
713,0,1235.84,2,2,772.48,1.79,6,93.07,4.31,85.55,3
2091,1,1379.79,4,3,375.08,33.8,9,44.94,2.88,99.9,7
2067,0,746.61,3,1,512.08,1.57,5,86.4,13.91,99.78,3
2284,0,1331.31,1,4,478.28,29.82,9,69.64,39.17,99.53,5
286,1,1396.47,3,3,989.85,1.44,6,111.41,15.64,97.34,6
1875,1,2063.7,3,3,686.76,81.49,4,83.97,46.16,89.97,5
4848,1,1297.6,3,4,634.47,29.19,10,29.92,19.28,95.51,7
1016,0,935.67,3,2,272.8,26.2,6,72.45,45.36,92.73,5
5392,0,1022.56,2,3,588.03,42.6,10,66.28,38.63,96.55,7
5577,1,981.82,2,4,690.83,66.23,7,36.44,15.22,91.0,2
4280,0,550.0,3,4,240.37,44.36,5,0.76,30.79,87.81,2
5057,1,815.17,1,4,365.5,9.41,8,31.6,0.17,99.69,5
2598,1,1225.84,2,2,362.58,13.08,9,54.46,21.8,91.71,6
4892,0,550.0,2,1,632.28,17.09,4,39.21,8.45,96.45,3
6710,0,648.96,1,4,817.19,21.12,6,18.85,3.02,98.19,2
1287,1,1365.18,2,4,1306.51,18.31,7,55.42,31.81,99.36,6
6093,1,550.0,1,1,641.35,29.26,2,83.79,35.69,92.16,1
2871,1,1275.86,1,4,509.48,32.84,8,27.2,11.97,99.52,8
4971,1,1720.35,2,3,572.07,5.05,8,61.43,28.29,96.75,6
1675,0,907.08,2,2,81.64,23.46,3,45.71,32.25,87.67,1
1606,0,1472.3,2,3,197.86,15.23,8,24.32,17.03,99.9,8
4900,0,550.0,1,5,210.44,41.76,9,69.84,7.09,95.69,4
5893,0,1140.53,1,4,314.26,47.3,6,77.73,12.32,85.28,4
4296,0,680.49,1,3,500.52,35.27,5,0.32,5.76,93.16,3
1906,1,1543.04,3,3,602.32,56.85,6,57.33,2.73,96.23,8
2897,0,550.0,1,3,201.94,54.91,8,89.17,1.68,87.81,4
3195,1,550.0,3,4,400.1,6.52,10,27.84,2.72,97.01,4
688,0,1442.01,2,3,282.2,26.76,6,3.53,12.53,92.23,3
3534,0,550.0,2,2,306.83,4.42,6,81.51,25.18,98.5,4
6872,1,1409.85,1,4,671.34,48.42,8,30.43,30.31,99.9,6
1161,1,644.63,3,3,26.58,68.84,5,54.61,39.69,99.21,5
3489,0,550.0,2,2,192.64,32.15,2,18.61,16.69,93.31,4
5481,0,623.77,2,3,329.5,36.93,7,41.02,33.07,93.18,4
5258,1,1218.66,2,3,471.09,11.66,7,33.56,5.66,89.23,7
3915,1,1492.49,4,3,178.38,9.8,9,64.26,16.16,92.6,10
6504,0,550.0,2,3,549.2,63.05,5,10.54,17.68,94.52,8
123,1,1012.32,1,4,256.97,50.62,9,59.56,3.9,91.81,5
5254,0,852.32,2,2,351.18,21.4,8,73.64,34.43,98.81,8
4730,0,1208.75,1,1,574.9,48.69,6,5.27,19.73,97.65,4
5663,0,1886.86,3,4,257.81,19.25,10,16.45,11.76,80.67,7
1530,1,2136.41,1,2,11.28,22.41,8,41.67,16.51,93.31,6
3547,1,1466.29,3,3,797.39,49.4,10,87.32,2.61,99.9,6
675,1,1756.32,3,3,633.69,25.71,7,10.45,7.74,88.06,4
4259,1,729.48,3,4,1005.7,72.4,8,62.93,29.48,95.66,5
1817,1,1249.1,2,2,63.7,43.08,4,69.21,23.92,98.73,3
2380,1,1165.21,1,3,504.28,13.42,8,34.69,26.67,94.97,7
4322,0,550.0,2,3,214.69,26.01,7,58.66,23.64,95.57,1
2965,1,1701.13,1,4,802.55,46.04,7,19.85,20.53,99.9,7
3396,0,1296.57,1,2,200.16,14.42,9,98.3,42.02,96.18,4
6669,1,926.57,4,4,138.13,55.14,5,84.76,18.63,86.19,6
2574,0,1314.28,5,4,959.01,20.57,9,24.91,33.99,98.67,9
4342,1,1818.45,2,3,785.4,25.93,6,60.21,38.22,86.66,7
4486,1,688.68,2,4,708.18,40.08,9,24.33,38.13,99.9,7
5456,0,876.67,1,4,117.86,12.17,5,4.85,11.85,95.28,6
4886,0,554.26,2,2,660.58,55.84,2,72.52,29.59,94.56,3
6972,1,1633.35,3,3,605.36,22.35,6,8.19,5.22,99.9,6
4501,1,1177.78,1,4,246.38,27.96,6,32.57,16.32,90.85,6
325,0,696.71,1,3,1109.8,50.24,7,56.54,31.78,96.92,3
777,1,1724.11,2,2,670.39,30.88,7,55.69,21.31,91.94,7
539,0,854.64,2,3,411.4,45.77,2,77.16,12.73,88.76,3
521,0,811.92,2,4,19.64,21.89,7,44.8,25.54,95.51,2
992,0,1190.94,3,1,605.16,7.87,8,69.0,16.09,99.9,5
5670,1,921.63,2,3,524.67,43.72,8,5.11,28.41,92.78,5
5182,0,1324.79,3,2,445.99,56.28,8,36.69,39.55,89.09,6
1766,1,1557.12,3,3,676.26,43.55,6,17.71,10.06,87.92,4
6772,1,1143.1,1,4,286.66,45.32,8,44.78,26.59,96.55,6
3144,1,1639.0,3,5,261.29,37.23,10,6.98,7.17,99.9,10
3515,1,1138.59,3,3,699.57,32.34,5,39.02,19.99,98.06,5
1370,0,550.0,1,3,681.04,29.12,6,8.82,8.57,99.15,3
3862,0,630.03,4,3,404.23,69.15,7,62.44,9.68,96.79,6
2325,1,1687.01,4,3,48.68,38.76,9,79.76,27.18,98.05,9
1678,0,550.0,1,4,317.27,3.71,10,7.01,5.06,95.18,5
5341,0,917.46,1,3,67.71,40.24,6,25.57,42.12,86.85,3
474,1,683.28,2,4,683.59,40.6,8,20.2,4.09,98.43,6
1260,1,1601.72,2,1,236.11,34.09,8,50.32,12.62,89.93,8
5975,1,1429.85,3,5,251.0,4.11,10,83.6,13.17,85.86,7
922,1,550.0,3,5,550.49,12.1,9,60.19,2.02,99.9,4
1948,0,550.0,2,3,287.07,75.52,6,38.38,27.6,94.73,3
678,1,840.12,2,3,1251.42,30.8,6,27.71,21.97,99.84,7
4375,0,1415.95,3,2,902.29,33.17,6,122.91,5.86,91.41,3
880,0,550.0,3,1,420.08,32.44,5,45.3,35.21,91.57,4
894,0,1253.07,1,3,719.02,17.68,10,11.86,4.32,98.35,6
2177,1,1532.61,2,3,611.52,41.13,6,75.26,27.41,92.04,5
5231,1,1388.79,4,2,710.95,63.34,5,36.91,25.14,97.28,4
1952,1,550.0,3,3,859.58,0.76,9,64.25,13.59,91.93,3
4974,0,755.85,2,2,470.39,50.19,3,4.15,38.3,94.38,3
1185,0,614.09,1,4,522.41,50.68,4,30.04,7.57,88.72,6
1347,1,2194.65,2,3,479.92,54.6,5,15.09,7.48,93.26,5
6831,0,1226.92,2,4,137.5,24.6,8,19.47,1.72,91.71,6
2693,0,646.73,1,3,213.15,34.81,7,19.34,38.04,88.3,6
6932,1,1538.8,2,2,367.31,8.36,5,90.17,16.7,97.82,5
3190,1,711.62,2,5,584.84,15.09,10,17.46,2.49,96.13,4
6102,1,956.69,4,4,765.44,25.42,8,50.98,36.29,89.02,8
3620,1,565.46,2,5,207.62,30.3,8,96.94,2.29,99.9,8
1872,0,1271.3,1,3,720.44,20.22,4,86.33,8.26,98.91,1
6998,0,888.38,2,1,594.27,43.99,4,32.41,33.17,83.93,1
6026,0,1309.65,2,3,779.06,32.23,9,36.77,6.49,93.96,5
4549,1,1465.01,1,4,779.62,37.95,7,82.81,41.14,90.37,5
1477,1,2027.42,3,3,659.36,16.38,8,11.6,20.56,94.64,7
2827,0,643.37,2,3,1345.94,11.71,9,53.61,2.94,95.24,4
1527,0,550.0,2,3,57.78,40.94,4,83.37,21.25,98.4,5
3778,1,550.0,2,3,239.71,19.61,5,4.96,2.93,99.9,5
2787,0,668.91,2,2,701.99,30.27,6,43.74,31.11,99.9,3
338,1,1714.27,4,3,389.17,21.66,7,87.97,17.04,84.3,7
5726,0,783.15,3,2,399.04,76.55,4,83.04,41.65,94.64,5
3394,1,1024.76,3,2,362.38,48.71,8,10.27,17.86,99.9,10
4357,1,550.0,1,2,718.57,78.04,4,118.78,18.31,86.62,1
2315,0,647.66,3,2,367.76,4.44,9,19.34,19.02,98.24,4
5973,0,1572.85,2,4,543.34,62.4,7,4.47,22.43,93.88,6
4376,0,1056.4,3,2,474.16,44.32,5,97.05,27.43,93.99,6
730,1,1573.65,3,3,501.65,15.21,6,31.05,25.87,97.83,5
6523,0,558.32,1,4,734.6,8.26,4,38.79,12.56,92.51,6
4181,1,1132.92,2,4,262.85,33.43,10,38.15,14.79,99.66,8
4449,0,550.0,2,3,754.57,12.47,9,48.38,23.74,96.6,4
6101,0,671.47,1,3,185.52,7.93,6,42.08,2.76,89.66,2
2430,0,1079.72,1,3,72.21,82.96,4,81.25,29.77,93.24,3
3466,0,654.07,2,3,1022.08,8.29,8,7.47,17.13,93.64,4
6377,0,550.0,1,3,589.75,29.66,6,101.9,22.36,92.29,6
45,0,842.16,3,1,509.27,20.73,4,35.88,36.54,98.54,3
5130,0,639.73,3,1,678.62,24.76,7,0.88,3.75,90.82,2
4274,0,918.52,1,1,914.78,19.65,4,67.74,30.11,94.24,3
2221,0,1286.1,1,2,363.99,21.9,5,13.8,13.59,91.61,2
5908,0,1410.31,4,2,275.38,32.4,9,13.88,7.01,91.88,6
2446,0,1242.05,3,1,515.67,52.13,8,81.49,12.72,90.69,6
1901,0,1202.25,1,1,1058.19,4.8,5,52.48,39.84,96.8,2
3479,1,839.76,1,4,138.49,47.83,9,6.82,8.14,91.74,7
190,1,652.65,2,4,854.55,48.39,6,77.11,3.21,89.19,4
4866,1,1447.9,3,3,353.04,26.63,8,2.97,23.98,89.82,7
1303,0,558.39,3,2,902.12,42.23,9,23.59,16.34,91.38,7
4018,0,1251.3,2,3,375.35,40.33,7,5.51,15.21,96.2,5
3108,1,911.18,2,3,938.78,55.34,8,4.54,34.5,95.44,5
2784,0,550.0,1,5,643.85,9.24,5,61.05,2.72,95.47,6
1471,0,809.47,3,2,549.16,44.95,6,44.15,11.02,99.9,7
700,0,550.0,3,4,255.07,42.94,6,20.21,18.46,88.11,4
6408,1,951.57,3,4,1060.24,44.36,4,49.48,16.57,94.83,5
1746,1,956.16,3,4,87.49,55.86,7,13.63,0.79,86.95,6
4120,1,1724.22,2,4,488.82,41.67,10,57.64,15.3,93.76,7
3196,0,660.2,3,3,581.34,9.16,6,16.71,13.61,89.35,4
5706,1,853.83,3,2,510.63,28.92,7,2.99,11.99,94.02,5
1658,1,1607.44,2,3,540.91,30.53,9,29.46,15.68,85.86,6
5317,0,1164.7,2,1,444.84,35.25,5,41.21,39.52,99.37,5
5932,0,1276.24,3,3,359.12,32.61,8,42.96,14.37,98.61,6
6324,1,981.06,1,4,701.62,26.86,10,40.92,26.77,96.28,8
3380,1,1310.08,5,5,742.73,60.45,9,137.11,31.9,87.17,7
1222,0,550.0,2,2,683.12,65.12,5,6.01,25.26,85.94,2
452,1,1361.71,2,2,316.54,1.4,7,6.09,10.87,97.02,7
